country,nuts3,region_name,layer,published,quota,deficit,candidate_id,candidate_name,rejected_by,rejected_detail
IS,IS002,Landsbyggð,lake,,15,11,wd:Q114736535,Landmannalaugar hut,photo_gate,imgs_3
IS,IS002,Landsbyggð,lake,,15,11,wd:Q886946,Blue Lagoon,floor_pool,score_5.3_below_5.4
IS,IS002,Landsbyggð,lake,,15,11,wd:Q335940,Þórisvatn,photo_gate,imgs_5
IS,IS002,Landsbyggð,lake,,15,11,wd:Q1429607,Hvítárvatn,floor_pool,score_5.1_below_5.4
IS,IS002,Landsbyggð,lake,,15,11,wd:Q335432,Þingvallavatn,floor_pool,score_4.9_below_5.4
IS,IS002,Landsbyggð,lake,,15,11,wd:Q283536,Langisjór,photo_gate,imgs_5
IS,IS002,Landsbyggð,lake,,15,11,wd:Q1344692,Lagarfljót,floor_pool,score_4.9_below_5.4
IS,IS002,Landsbyggð,lake,,15,11,wd:Q2536202,Víti Askja,floor_pool,score_4.9_below_5.4
IS,IS002,Landsbyggð,lake,,15,11,wd:Q943482,Grænalón,photo_gate,imgs_2
IS,IS002,Landsbyggð,lake,,15,11,wd:Q1121686,Kvíslavatn,photo_gate,imgs_1
IS,IS002,Landsbyggð,lake,,15,11,wd:Q1416444,Skorradalsvatn,floor_pool,score_4.7_below_5.4
IE,IE041,Border,lake,,10,10,wd:Q1366974,Lough Allen,photo_gate,imgs_2
IE,IE041,Border,lake,,10,10,wd:Q1871373,Lough Derg,floor_pool,score_5.3_below_5.4
IE,IE041,Border,lake,,10,10,wd:Q4244931,Lough Talt,photo_gate,imgs_2
IE,IE041,Border,lake,,10,10,wd:Q23014379,Kindrum Lough,photo_gate,imgs_2
IE,IE041,Border,lake,,10,10,wd:Q24196710,Durnesh Lough,photo_gate,imgs_1
IE,IE041,Border,lake,,10,10,wd:Q3356599,Lough Ramor,floor_pool,score_4.7_below_5.4
IE,IE041,Border,lake,,10,10,wd:Q3260241,Lough Eske,floor_pool,score_4.6_below_5.4
IE,IE041,Border,lake,,10,10,wd:Q24196623,Lough Barra,photo_gate,imgs_3
