country,nuts3,region_name,layer,published,quota,deficit,candidate_id,candidate_name,rejected_by,rejected_detail
FR,FRJ21,Ariège,mountain,,5,3,Q21330160,Pic del Pla de l'Estany,floor_pool,score_4.2_below_5.0
FR,FRJ21,Ariège,mountain,,5,3,Q21329204,Pic de Cabanyó,floor_pool,score_3.9_below_5.0
FR,FRJ21,Ariège,mountain,,5,3,Q21332188,Pic d'Anrodat,photo_gate,imgs_0
IE,IE052,South-East ,mountain,,3,3,Q2485323,Mount Leinster,floor_pool,score_4.7_below_5.0
IE,IE052,South-East ,mountain,,3,3,Q4956906,Brandon Hill,floor_pool,score_4.7_below_5.0
IE,IE052,South-East ,mountain,,3,3,Q1766126,Knockmealdown,floor_pool,score_3.7_below_5.0
IE,IE053,South-West ,mountain,,7,3,Q503368,Carrauntoohil,photo_gate,imgs_6
IE,IE053,South-West ,mountain,,7,3,Q430381,Hungry Hill,floor_pool,score_4.6_below_5.0
IE,IE053,South-West ,mountain,,7,3,Q429937,Baurtregaum,floor_pool,score_4.4_below_5.0
IE,IE062,Mid-East,mountain,,5,3,Q788078,Kippure,floor_pool,score_4.9_below_5.0
IE,IE062,Mid-East,mountain,,5,3,Q3140122,Tonelagee,floor_pool,score_4.9_below_5.0
IE,IE062,Mid-East,mountain,,5,3,Q3033072,Djouce,floor_pool,score_4.8_below_5.0
NO,NO060,Trøndelag/Trööndelage,mountain,,3,3,Q1370893,Storsylen,floor_pool,score_4.6_below_5.0
NO,NO060,Trøndelag/Trööndelage,mountain,,3,3,Q4581467,Fongen,floor_pool,score_4.1_below_5.0
NO,NO060,Trøndelag/Trööndelage,mountain,,3,3,Q1370893,Storsylen,photo_gate,imgs_6
SE,SE322,Jämtlands län,mountain,,5,3,Q10681379,Storsnasen,floor_pool,score_4.5_below_5.0
SE,SE322,Jämtlands län,mountain,,5,3,Q128617919,Sonfjället,floor_pool,score_4.3_below_5.0
SE,SE322,Jämtlands län,mountain,,5,3,Q10527186,Hundshögen,photo_gate,imgs_0
SE,SE332,Norrbottens län,mountain,,8,3,Q654126,Kaskasapakte,photo_gate,imgs_0
SE,SE332,Norrbottens län,mountain,,8,3,Q3433778,Singitjåkka,floor_pool,score_4.5_below_5.0
SE,SE332,Norrbottens län,mountain,,8,3,Q734943,Lapporten,floor_pool,score_4.4_below_5.0
UA,UA-74538382B22557738225705,Rakhiv,mountain,,3,3,Q627508,Hoverla,photo_gate,imgs_6
UA,UA-74538382B22557738225705,Rakhiv,mountain,,3,3,Q627508,Hoverla,photo_gate,imgs_6
UA,UA-74538382B22557738225705,Rakhiv,mountain,,3,3,Q4372154,Pip Ivan (Maramureș),floor_pool,score_4.4_below_5.0
UA,UA-74538382B89403854124425,Rozhniativ,mountain,,3,3,Q4418523,Syvulia,photo_gate,imgs_5
UA,UA-74538382B89403854124425,Rozhniativ,mountain,,3,3,Q4418523,Syvulia,photo_gate,imgs_6
AD,AD-AD-02,Canillo,mountain,,3,3,Q18005600,Pic d'Escobes,floor_pool,score_4.3_below_5.0
AD,AD-AD-02,Canillo,mountain,,3,3,Q21329826,Alt de Juclar,floor_pool,score_4.3_below_5.0
AD,AD-AD-02,Canillo,mountain,,3,3,Q21329386,Pic de la Coma de Varilles,floor_pool,score_4.0_below_5.0
AL,AL012,Durrës,mountain,,2,2,,,,
AL,AL013,Kukës,mountain,,5,2,Q2720697,Zla Kolata,floor_pool,score_4.9_below_5.0
AL,AL013,Kukës,mountain,,5,2,Q6737388,Maja e Thatë,floor_pool,score_4.3_below_5.0
AL,AL013,Kukës,mountain,,5,2,Q7369089,Maja e Rosit,floor_pool,score_4.2_below_5.0
AL,AL032,Fier,mountain,,2,2,,,,
AL,AL034,Korcë,mountain,,2,2,Q6737378,Morava Highlands,floor_pool,score_4.0_below_5.0
AL,AL034,Korcë,mountain,,2,2,Q1285400,Gramos,score_gate,score_3.5_below_5.0
AL,AL034,Korcë,mountain,,2,2,Q7205046,Pllaja e Pusit,photo_gate,imgs_1
AL,AL014,Lezhë,mountain,,2,2,Q42302393,Munella,score_gate,score_2.4_below_5.0
AL,AL021,Elbasan,mountain,,2,2,Q7909224,Valamara,floor_pool,score_4.1_below_5.0
AL,AL021,Elbasan,mountain,,2,2,Q568256,Jablanica (mountain),score_gate,score_3.5_below_5.0
AL,AL021,Elbasan,mountain,,2,2,Q7492257,Shebenik,score_gate,score_3.1_below_5.0
AT,AT123,Sankt Pölten,mountain,,2,2,,,,
AT,AT124,Waldviertel,mountain,,2,2,,,,
AT,AT112,Nordburgenland,mountain,,2,2,Q909565,Brenntenriegel,photo_gate,imgs_2
AT,AT121,Mostviertel-Eisenwurzen,mountain,,2,2,,,,
AT,AT224,Oststeiermark,mountain,,2,2,,,,
AT,AT225,West- und Südsteiermark,mountain,,2,2,Q1185772,Demmerkogel,photo_gate,imgs_6
AT,AT311,Innviertel,mountain,,2,2,,,,
AT,AT213,Unterkärnten,mountain,,3,2,Q177047,Peca,photo_gate,imgs_6
AT,AT213,Unterkärnten,mountain,,3,2,Q1549009,Grosser Speikkogel,photo_gate,imgs_6
AT,AT221,Graz,mountain,,2,2,,,,
AT,AT321,Lungau,mountain,,2,2,,,,
AT,AT312,Linz-Wels,mountain,,2,2,,,,
BE,BE336,Bezirk Verviers — Deutschsprachige Gemeinschaft,mountain,,2,2,Q646452,Weißer Stein (Eifel),floor_pool,score_4.5_below_5.0
BE,BE336,Bezirk Verviers — Deutschsprachige Gemeinschaft,mountain,,2,2,Q2342048,Steling,floor_pool,score_3.9_below_5.0
BG,BG312,Montana,mountain,,2,2,Q12296633,Todorini Kukli,photo_gate,imgs_0
BG,BG313,Vratsa,mountain,,2,2,,,,
BE,BE343,Arr. Marche-en-Famenne,mountain,,2,2,,,,
BE,BE344,Arr. Neufchâteau,mountain,,2,2,,,,
BG,BG331,Varna,mountain,,2,2,,,,
BG,BG315,Lovech,mountain,,2,2,Q7924249,Vezhen Peak,floor_pool,score_4.6_below_5.0
BG,BG315,Lovech,mountain,,2,2,Q6535848,Levski Peak (Bulgaria),floor_pool,score_4.5_below_5.0
BG,BG322,Gabrovo,mountain,,2,2,,,,
BG,BG324,Razgrad,mountain,,2,2,,,,
BG,BG342,Sliven,mountain,,2,2,Q12299263,Chumerna,floor_pool,score_3.7_below_5.0
BG,BG342,Sliven,mountain,,2,2,Q2012598,Bratan,photo_gate,imgs_0
BG,BG342,Sliven,mountain,,2,2,Q11833913,Razbojna,photo_gate,imgs_0
BG,BG333,Shumen,mountain,,2,2,,,,
BG,BG334,Targovishte,mountain,,2,2,,,,
BG,BG341,Burgas,mountain,,2,2,,,,
BG,BG423,Pazardzhik,mountain,,2,2,Q26144,Belmeken (peak),floor_pool,score_3.9_below_5.0
BG,BG423,Pazardzhik,mountain,,2,2,Q33137781,Chernovets,photo_gate,imgs_0
BG,BG423,Pazardzhik,mountain,,2,2,Q12277138,Голяма Сюткя,photo_gate,imgs_0
BG,BG424,Smolyan,mountain,,3,2,Q1548833,Golyam Perelik,floor_pool,score_4.6_below_5.0
BG,BG424,Smolyan,mountain,,3,2,Q3110295,Golyam Persenk,photo_gate,imgs_0
BG,BG424,Smolyan,mountain,,3,2,Q1548833,Golyam Perelik (peak),photo_gate,imgs_2
BG,BG425,Kardzhali,mountain,,2,2,,,,
BG,BG412,Sofia,mountain,,3,2,Q210004,Malyovitsa,floor_pool,score_4.7_below_5.0
BG,BG412,Sofia,mountain,,3,2,Q275680,Damga,floor_pool,score_4.3_below_5.0
BG,BG412,Sofia,mountain,,3,2,Q846340,Kom Peak,floor_pool,score_4.1_below_5.0
BG,BG414,Pernik,mountain,,2,2,Q202098,Ruy (mountain),floor_pool,score_4.3_below_5.0
BG,BG414,Pernik,mountain,,2,2,Q12279222,Dupevitsa,photo_gate,imgs_0
BG,BG414,Pernik,mountain,,2,2,Q9362647,Tumba,score_gate,score_2.5_below_5.0
BG,BG415,Kyustendil,mountain,,2,2,Q46499,Ruen (mountain),floor_pool,score_4.1_below_5.0
BG,BG415,Kyustendil,mountain,,2,2,Q12275221,Viden,score_gate,score_2.9_below_5.0
BG,BG415,Kyustendil,mountain,,2,2,Q46499,Ruen (mountain),floor_pool,score_4.1_below_5.0
BG,BG421,Plovdiv,mountain,,3,2,Q894703,Botev Peak,photo_gate,imgs_6
BG,BG422,Haskovo,mountain,,2,2,Q12299321,Scheynovets,photo_gate,imgs_0
BG,BG422,Haskovo,mountain,,2,2,Q9375421,Вишеград,photo_gate,imgs_0
CH,CH022,Fribourg / Freiburg,mountain,,2,2,,,,
CH,CH023,Solothurn,mountain,,2,2,,,,
CH,CH025,Jura,mountain,,2,2,,,,
CH,CH011,Vaud,mountain,,2,2,,,,
CH,CH032,Basel-Landschaft,mountain,,2,2,,,,
CH,CH033,Aargau,mountain,,2,2,,,,
CH,CH040,Zürich,mountain,,2,2,,,,
CH,CH051,Glarus,mountain,,2,2,,,,
CZ,CZ020,Středočeský kraj,mountain,,3,2,Q10817953,Tok,floor_pool,score_4.6_below_5.0
CH,CH061,Luzern,mountain,,2,2,,,,
CH,CH062,Uri,mountain,,2,2,Q15133,Dammastock,floor_pool,score_4.7_below_5.0
CH,CH066,Zug,mountain,,2,2,,,,
CZ,CZ041,Karlovarský kraj,mountain,,4,2,Q12033059,Lesný,floor_pool,score_4.0_below_5.0
CZ,CZ041,Karlovarský kraj,mountain,,4,2,Q12020585,Hradiště,score_gate,score_3.2_below_5.0
CZ,CZ041,Karlovarský kraj,mountain,,4,2,Q1569913,Klínovec,photo_gate,imgs_6
DE,DE111,"Stuttgart, Stadtkreis",mountain,,2,2,,,,
DE,DE113,Esslingen,mountain,,2,2,,,,
DE,DE114,Göppingen,mountain,,2,2,,,,
CZ,CZ071,Olomoucký kraj,mountain,,5,2,Q681415,Smrk,floor_pool,score_4.6_below_5.0
CZ,CZ071,Olomoucký kraj,mountain,,5,2,Q1724754,Skalky,floor_pool,score_3.9_below_5.0
CZ,CZ071,Olomoucký kraj,mountain,,5,2,Q630009,Jeřáb,score_gate,score_2.9_below_5.0
DE,DE124,Rastatt,mountain,,2,2,,,,
DE,DE127,Neckar-Odenwald-Kreis,mountain,,2,2,,,,
DE,DE116,Rems-Murr-Kreis,mountain,,2,2,,,,
DE,DE119,Hohenlohekreis,mountain,,2,2,,,,
DE,DE11D,Ostalbkreis,mountain,,2,2,,,,
DE,DE134,Ortenaukreis,mountain,,2,2,,,,
DE,DE13A,Waldshut,mountain,,2,2,,,,
DE,DE141,Reutlingen,mountain,,2,2,,,,
DE,DE143,Zollernalbkreis,mountain,,2,2,,,,
DE,DE145,Alb-Donau-Kreis,mountain,,2,2,,,,
DE,DE135,Rottweil,mountain,,2,2,,,,
DE,DE136,Schwarzwald-Baar-Kreis,mountain,,2,2,,,,
DE,DE137,Tuttlingen,mountain,,2,2,,,,
DE,DE12A,Calw,mountain,,2,2,,,,
DE,DE12B,Enzkreis,mountain,,2,2,,,,
DE,DE12C,Freudenstadt,mountain,,2,2,,,,
DE,DEA28,Euskirchen,mountain,,2,2,,,,
DE,DEB12,Ahrweiler,mountain,,2,2,,,,
DE,DEB23,Eifelkreis Bitburg-Prüm,mountain,,2,2,,,,
DE,DEB13,Altenkirchen (Westerwald),mountain,,2,2,,,,
DE,DEB14,Bad Kreuznach,mountain,,2,2,,,,
DE,DEB25,Trier-Saarburg,mountain,,2,2,,,,
DE,DEB15,Birkenfeld,mountain,,2,2,,,,
DE,DEB18,Neuwied,mountain,,2,2,,,,
DE,DEB3C,Bad Dürkheim,mountain,,2,2,,,,
DE,DEB1B,Westerwaldkreis,mountain,,2,2,,,,
DE,DEB1C,Cochem-Zell,mountain,,2,2,,,,
DE,DEE0A,Mansfeld-Südharz,mountain,,2,2,,,,
DE,DEB3J,Mainz-Bingen,mountain,,2,2,,,,
DE,DEA2D,Städteregion Aachen,mountain,,2,2,,,,
DE,DED2C,Bautzen,mountain,,2,2,,,,
DE,DED2D,Görlitz,mountain,,2,2,,,,
DE,DE916,Goslar,mountain,,2,2,,,,
DE,DED2F,Sächsische Schweiz-Osterzgebirge,mountain,,2,2,,,,
DE,DED43,Mittelsachsen,mountain,,2,2,,,,
DE,DEA56,Ennepe-Ruhr-Kreis,mountain,,2,2,,,,
DE,DED44,Vogtlandkreis,mountain,,2,2,,,,
DE,DEA58,Märkischer Kreis,mountain,,2,2,,,,
DE,DEA5B,Soest,mountain,,2,2,,,,
DE,DE735,Schwalm-Eder-Kreis,mountain,,2,2,,,,
DE,DE736,Waldeck-Frankenberg,mountain,,2,2,,,,
DE,DE228,"Passau, Landkreis",mountain,,2,2,,,,
DE,DE229,Regen,mountain,,3,2,Q260073,Großer Arber,photo_gate,imgs_6
DE,DE229,Regen,mountain,,3,2,Q260073,Großer Arber,photo_gate,imgs_6
DE,DE22B,Straubing-Bogen,mountain,,2,2,,,,
DE,DE147,Bodenseekreis,mountain,,2,2,,,,
DE,DE149,Sigmaringen,mountain,,2,2,,,,
DE,DE264,"Aschaffenburg, Landkreis",mountain,,2,2,,,,
DE,DE265,Bad Kissingen,mountain,,2,2,,,,
DE,DE239,Schwandorf,mountain,,2,2,,,,
DE,DE245,"Bamberg, Landkreis",mountain,,2,2,,,,
DE,DE715,Bergstraße,mountain,,2,2,,,,
DE,DE246,"Bayreuth, Landkreis",mountain,,2,2,,,,
DE,DE718,Hochtaunuskreis,mountain,,3,2,Q677873,Großer Feldberg,photo_gate,imgs_6
DE,DE718,Hochtaunuskreis,mountain,,3,2,Q677873,Großer Feldberg,photo_gate,imgs_6
DE,DE71B,Odenwaldkreis,mountain,,2,2,,,,
DE,DE71D,Rheingau-Taunus-Kreis,mountain,,2,2,,,,
DE,DE24A,Kronach,mountain,,2,2,,,,
DE,DE24B,Kulmbach,mountain,,2,2,,,,
DE,DE24D,Wunsiedel i. Fichtelgebirge,mountain,,2,2,Q314166,Schneeberg,photo_gate,imgs_6
DE,DE722,Lahn-Dill-Kreis,mountain,,2,2,,,,
DE,DE723,Limburg-Weilburg,mountain,,2,2,,,,
DE,DE21M,Traunstein,mountain,,3,2,Q244657,Zwiesel (mountain),floor_pool,score_4.8_below_5.0
DE,DE21N,Weilheim-Schongau,mountain,,2,2,,,,
DE,DE725,Vogelsbergkreis,mountain,,2,2,,,,
DE,DE27A,Lindau (Bodensee),mountain,,2,2,,,,
ES,ES423,Cuenca,mountain,,2,2,,,,
GR,EL642,Evvoia,mountain,,2,2,Q5280742,Dirfi,floor_pool,score_4.7_below_5.0
GR,EL643,Evrytania,mountain,,2,2,Q391510,Tymfristos,floor_pool,score_4.6_below_5.0
ES,ES413,León,mountain,,2,2,Q3326787,Teleno,floor_pool,score_4.4_below_5.0
ES,ES424,Guadalajara,mountain,,2,2,,,,
ES,ES414,Palencia,mountain,,2,2,,,,
ES,ES415,Salamanca,mountain,,2,2,,,,
ES,ES412,Burgos,mountain,,2,2,,,,
GR,EL651,"Argolida, Arkadia",mountain,,2,2,Q2703145,Mainalo,floor_pool,score_4.6_below_5.0
GR,EL651,"Argolida, Arkadia",mountain,,2,2,Q1878690,Mount Lykaion,score_gate,score_3.2_below_5.0
ES,ES416,Segovia,mountain,,2,2,Q5964846,La Pinareja,floor_pool,score_4.2_below_5.0
ES,ES425,Toledo,mountain,,2,2,,,,
GR,EL653,"Lakonia, Messinia",mountain,,3,2,Q602538,Ithome,floor_pool,score_4.8_below_5.0
ES,ES417,Soria,mountain,,2,2,,,,
ES,ES211,Araba/Álava,mountain,,2,2,,,,
ES,ES212,Gipuzkoa,mountain,,2,2,,,,
ES,ES111,A Coruña,mountain,,2,2,,,,
GR,EL623,"Ithaki, Kefallinia",mountain,,2,2,Q1343616,Mount Ainos,floor_pool,score_4.9_below_5.0
ES,ES112,Lugo,mountain,,2,2,,,,
ES,ES220,Navarra,mountain,,3,2,Q3573794,Txamantxoia,floor_pool,score_4.8_below_5.0
ES,ES220,Navarra,mountain,,3,2,Q3128667,Hautza,photo_gate,imgs_0
ES,ES230,La Rioja,mountain,,2,2,,,,
GR,EL624,Lefkada,mountain,,2,2,Q5353601,Elati (mountain),floor_pool,score_4.4_below_5.0
ES,ES419,Zamora,mountain,,2,2,,,,
GR,EL631,Aitoloakarnania,mountain,,2,2,,,,
ES,ES421,Albacete,mountain,,2,2,Q6074964,Pico Almenara,floor_pool,score_4.6_below_5.0
GR,EL632,Achaia,mountain,,2,2,Q1363703,Mount Erymanthos,floor_pool,score_4.4_below_5.0
GR,EL633,Ileia,mountain,,2,2,,,,
ES,ES114,Pontevedra,mountain,,2,2,,,,
GR,EL641,Voiotia,mountain,,2,2,Q215516,Mount Helicon,score_gate,score_3.4_below_5.0
ES,ES422,Ciudad Real,mountain,,2,2,,,,
ES,ES242,Teruel,mountain,,2,2,,,,
GR,EL527,Chalkidiki,mountain,,2,2,,,,
DE,DEG0G,Weimarer Land,mountain,,2,2,,,,
GR,EL531,"Grevena, Kozani",mountain,,2,2,,,,
DE,DEG0K,Saale-Orla-Kreis,mountain,,2,2,,,,
GR,EL411,"Lesvos, Limnos",mountain,,2,2,,,,
DE,DEG0Q,Schmalkalden-Meiningen,mountain,,2,2,,,,
GR,EL541,"Arta, Preveza",mountain,,2,2,Q754695,Athamanika,photo_gate,imgs_0
GR,EL413,Chios,mountain,,2,2,,,,
DE,DEG0T,Ilm-Kreis,mountain,,2,2,,,,
DE,DEG0U,Saalfeld-Rudolstadt,mountain,,2,2,,,,
GR,EL422,"Andros, Thira, Kea - Kythnos, Milos, Mykonos, Naxos, Paros,  Syros, Tinos",mountain,,2,2,Q26831020,Mount Zas,floor_pool,score_4.7_below_5.0
GR,EL422,"Andros, Thira, Kea - Kythnos, Milos, Mykonos, Naxos, Paros,  Syros, Tinos",mountain,,2,2,Q285086,Cynthus,score_gate,score_3.0_below_5.0
GR,EL542,Thesprotia,mountain,,2,2,Q258996,Murgana,floor_pool,score_4.0_below_5.0
DE,DEG0V,Sonneberg,mountain,,2,2,,,,
GR,EL431,Irakleio,mountain,,2,2,,,,
GR,EL432,Lasithi,mountain,,2,2,Q1851640,Spathi,score_gate,score_3.5_below_5.0
GR,EL434,Chania,mountain,,2,2,Q2527686,Pachnes,floor_pool,score_4.8_below_5.0
GR,EL511,Evros,mountain,,2,2,Q2223986,Fengari,photo_gate,imgs_1
GR,EL512,Xanthi,mountain,,2,2,Q20500600,Gyftokastro,photo_gate,imgs_0
GR,EL521,Imathia,mountain,,2,2,,,,
GR,EL522,Thessaloniki,mountain,,2,2,,,,
DE,DEG06,Eichsfeld,mountain,,2,2,,,,
DE,DEG09,Unstrut-Hainich-Kreis,mountain,,2,2,,,,
GR,EL523,Kilkis,mountain,,2,2,,,,
GR,EL524,Pella,mountain,,2,2,Q16328923,Pinovo,score_gate,score_2.7_below_5.0
GR,EL301,Voreios Tomeas Athinon,mountain,,2,2,,,,
DE,DEG0C,Gotha,mountain,,2,2,,,,
GR,EL525,Pieria,mountain,,2,2,,,,
GR,EL526,Serres,mountain,,2,2,Q2742554,Slavyanka (mountain),score_gate,score_3.3_below_5.0
GR,EL526,Serres,mountain,,2,2,Q2458111,Tumba Peak (Belasica),score_gate,score_2.8_below_5.0
GR,EL526,Serres,mountain,,2,2,Q2742554,Slavyanka (mountain),score_gate,score_3.0_below_5.0
GR,EL306,Dytiki Attiki,mountain,,2,2,,,,
DE,DEG0E,Hildburghausen,mountain,,2,2,,,,
FR,FRC12,Nièvre,mountain,,2,2,,,,
FR,FRC21,Doubs,mountain,,2,2,,,,
FR,FRC22,Jura,mountain,,2,2,,,,
FR,FRC13,Saône-et-Loire,mountain,,2,2,Q2200332,Haut-Folin,photo_gate,imgs_6
FR,FRC11,Côte-d’Or,mountain,,2,2,,,,
ES,ES611,Almería,mountain,,2,2,Q3650066,Calar Alto,floor_pool,score_3.6_below_5.0
ES,ES612,Cádiz,mountain,,2,2,,,,
ES,ES613,Córdoba,mountain,,2,2,,,,
ES,ES614,Granada,mountain,,4,2,Q209528,Mulhacén,photo_gate,imgs_6
ES,ES614,Granada,mountain,,4,2,Q209528,Mulhacén,photo_gate,imgs_6
ES,ES614,Granada,mountain,,4,2,Q209528,Mulhacén,photo_gate,imgs_6
ES,ES431,Badajoz,mountain,,2,2,,,,
ES,ES615,Huelva,mountain,,2,2,,,,
ES,ES616,Jaén,mountain,,2,2,Q6075022,Pico Mágina,floor_pool,score_4.5_below_5.0
ES,ES432,Cáceres,mountain,,2,2,Q5957272,Jálama,floor_pool,score_4.6_below_5.0
ES,ES617,Málaga,mountain,,2,2,Q131700120,Pico de la Concha,floor_pool,score_4.1_below_5.0
ES,ES618,Sevilla,mountain,,2,2,,,,
ES,ES620,Murcia,mountain,,2,2,,,,
ES,ES703,El Hierro,mountain,,2,2,,,,
ES,ES704,Fuerteventura,mountain,,2,2,,,,
ES,ES706,La Gomera,mountain,,2,2,,,,
ES,ES514,Tarragona,mountain,,2,2,,,,
ES,ES708,Lanzarote,mountain,,2,2,,,,
ES,ES522,Castellón/Castelló,mountain,,2,2,,,,
ES,ES523,Valencia/València,mountain,,2,2,,,,
FR,FRY10,Guadeloupe,mountain,,2,2,,,,
HR,HR031,Primorsko-goranska županija,mountain,,4,2,Q48830819,Kamenjak,floor_pool,score_4.6_below_5.0
HR,HR031,Primorsko-goranska županija,mountain,,4,2,Q137884685,Televrina,floor_pool,score_4.3_below_5.0
HR,HR031,Primorsko-goranska županija,mountain,,4,2,Q48877097,Gorice,floor_pool,score_4.2_below_5.0
HR,HR034,Šibensko-kninska županija,mountain,,3,2,Q3511054,Promina (mountain),photo_gate,imgs_0
HR,HR034,Šibensko-kninska županija,mountain,,3,2,Q3443025,Veliki Kozjak,floor_pool,score_3.8_below_5.0
FR,FRK25,Loire,mountain,,2,2,,,,
FR,FRK26,Rhône,mountain,,2,2,,,,
HU,HU231,Baranya,mountain,,2,2,Q26231579,Misina,photo_gate,imgs_1
HU,HU231,Baranya,mountain,,2,2,Q189543,Zengő,floor_pool,score_4.6_below_5.0
HU,HU231,Baranya,mountain,,2,2,Q1301520,Szársomlyó,floor_pool,score_4.5_below_5.0
HR,HR036,Istarska županija,mountain,,2,2,Q9368358,Veliki Planik,floor_pool,score_3.6_below_5.0
FR,FRY20,Martinique ,mountain,,2,2,,,,
FR,FRK13,Haute-Loire,mountain,,2,2,,,,
FR,FRL01,Alpes-de-Haute-Provence,mountain,,3,2,Q2827877,Aiguille de Chambeyron,floor_pool,score_4.8_below_5.0
HR,HR062,Varaždinska županija,mountain,,2,2,Q2608471,Kalnik (mountain),floor_pool,score_4.8_below_5.0
FR,FRY40,La Réunion,mountain,,2,2,,,,
HR,HR064,Krapinsko-zagorska županija,mountain,,2,2,Q2447461,Ivanščica,floor_pool,score_4.8_below_5.0
FR,FRL04,Bouches-du-Rhône,mountain,,2,2,,,,
HR,HR065,Zagrebačka županija,mountain,,2,2,Q16110441,Japetić,photo_gate,imgs_0
HR,HR023,Požeško-slavonska županija,mountain,,2,2,Q1269402,Psunj,photo_gate,imgs_3
HR,HR023,Požeško-slavonska županija,mountain,,2,2,Q3514528,Požeška gora,photo_gate,imgs_0
HR,HR023,Požeško-slavonska županija,mountain,,2,2,Q1269402,Psunj,score_gate,score_3.5_below_5.0
FR,FRK21,Ain,mountain,,3,2,Q1142554,Crêt de la Neige,photo_gate,imgs_6
FR,FRL05,Var,mountain,,2,2,,,,
HR,HR024,Brodsko-posavska županija,mountain,,2,2,,,,
FR,FRK22,Ardèche,mountain,,2,2,,,,
HR,HR025,Osječko-baranjska županija,mountain,,2,2,Q1559425,Dilj,photo_gate,imgs_0
FR,FRM01,Corse-du-Sud,mountain,,2,2,Q404745,Aiguilles de Bavella,floor_pool,score_4.8_below_5.0
FR,FRK23,Drôme,mountain,,2,2,,,,
HR,HR027,Karlovačka županija,mountain,,2,2,Q3047978,Sveta Gera,floor_pool,score_4.7_below_5.0
HR,HR027,Karlovačka županija,mountain,,2,2,Q879408,Bjelolasica,floor_pool,score_4.5_below_5.0
HR,HR027,Karlovačka županija,mountain,,2,2,Q830302,"Klek mountain, Croatia",floor_pool,score_4.4_below_5.0
FR,FRJ25,Lot,mountain,,2,2,,,,
FR,FRI23,Haute-Vienne,mountain,,2,2,,,,
FR,FRJ27,Tarn,mountain,,2,2,,,,
FR,FRF34,Vosges,mountain,,2,2,,,,
FR,FRK11,Allier,mountain,,2,2,,,,
FR,FRJ11,Aude,mountain,,2,2,,,,
FR,FRF21,Ardennes,mountain,,2,2,,,,
FR,FRJ13,Hérault,mountain,,2,2,,,,
FR,FRJ14,Lozère,mountain,,2,2,,,,
FR,FRI11,Dordogne,mountain,,2,2,,,,
FR,FRF24,Haute-Marne,mountain,,2,2,,,,
FR,FRJ22,Aveyron,mountain,,2,2,,,,
FR,FRJ23,Haute-Garonne,mountain,,2,2,,,,
FR,FRI21,Corrèze,mountain,,2,2,,,,
FR,FRI22,Creuse,mountain,,2,2,,,,
IT,ITH54,Modena,mountain,,3,2,Q1945818,Monte Cimone,photo_gate,imgs_6
IT,ITH55,Bologna,mountain,,2,2,,,,
IT,ITI22,Terni,mountain,,2,2,,,,
IT,ITG2D,Sassari,mountain,,2,2,,,,
IT,ITI44,Latina,mountain,,2,2,,,,
IT,ITI45,Frosinone,mountain,,2,2,,,,
IT,ITI31,Pesaro e Urbino,mountain,,2,2,Q378558,Monte Carpegna,photo_gate,imgs_6
IT,ITI32,Ancona,mountain,,2,2,,,,
