country,nuts3,region_name,layer,published,quota,deficit,candidate_id,candidate_name,rejected_by,rejected_detail
IE,IE041,Border,lake,,10,7,wd:Q3756406,Lough Oughter,floor_pool,score_5.3_below_5.4
IE,IE041,Border,lake,,10,7,wd:Q3776146,Lough Melvin,photo_gate,imgs_2
IE,IE041,Border,lake,,10,7,wd:Q23010334,Lough Beagh,photo_gate,imgs_2
IE,IE041,Border,lake,,10,7,wd:Q17355539,Lough Salt,score_gate,score_3.8_below_5.4
SK,SK041,Prešovský kraj,lake,,13,7,osm:w22774945,Veľké Hincovo pleso,photo_gate,imgs_2
SK,SK041,Prešovský kraj,lake,,13,7,osm:w558904335,Hincove oká,score_gate,score_3.9_below_5.4
SK,SK041,Prešovský kraj,lake,,13,7,osm:w22774946,Hincove oká,score_gate,score_3.9_below_5.4
SK,SK041,Prešovský kraj,lake,,13,7,osm:w47575012,Nižné Temnosmrečinské pleso,photo_gate,imgs_1
SK,SK041,Prešovský kraj,lake,,13,7,osm:w366333668,Malé Tomanovské pleso,photo_gate,imgs_0
SK,SK041,Prešovský kraj,lake,,13,7,osm:w1102869294,Nižné Tomanovské pleso,photo_gate,imgs_0
SK,SK041,Prešovský kraj,lake,,13,7,osm:w366333645,Vyšné Tomanovo pleso,photo_gate,imgs_0
AL,AL021,Elbasan,lake,,6,6,wd:Q22009795,Liqeni i Merhojes,photo_gate,imgs_0
AL,AL021,Elbasan,lake,,6,6,wd:Q120801093,Dragostunja Lakes,photo_gate,imgs_1
AL,AL021,Elbasan,lake,,6,6,osm:w1197822242,Balla 2,photo_gate,imgs_0
AL,AL021,Elbasan,lake,,6,6,wd:Q22005029,Liqeni i Dushkut,photo_gate,imgs_1
AL,AL021,Elbasan,lake,,6,6,wd:Q22012223,Liqeni i Belshit,photo_gate,imgs_4
AL,AL021,Elbasan,lake,,6,6,wd:Q22002512,Liqeni i Rajces,photo_gate,imgs_1
MK,MK005,Pelagoniski,lake,,7,6,wd:Q204392,Lake Prespa,photo_gate,imgs_3
MK,MK005,Pelagoniski,lake,,7,6,wd:Q12880819,Great Prespa,photo_gate,imgs_2
MK,MK005,Pelagoniski,lake,,7,6,wd:Q204392,Lake Prespa,photo_gate,imgs_3
MK,MK005,Pelagoniski,lake,,7,6,wd:Q12880819,Great Prespa,photo_gate,imgs_1
MK,MK005,Pelagoniski,lake,,7,6,wd:Q204392,Lake Prespa,photo_gate,imgs_3
MK,MK005,Pelagoniski,lake,,7,6,wd:Q12880819,Great Prespa,photo_gate,imgs_3
FO,FO-FRO,Faroe Islands,lake,,7,6,osm:w762997214,Svimjihøllin í Leirvík,photo_gate,imgs_0
FO,FO-FRO,Faroe Islands,lake,,7,6,wd:Q476699,Fjallavatn,photo_gate,imgs_1
FO,FO-FRO,Faroe Islands,lake,,7,6,osm:w66990272,Gøtusandur,photo_gate,imgs_0
FO,FO-FRO,Faroe Islands,lake,,7,6,osm:w1179830546,Krabbisurðin,photo_gate,imgs_0
FO,FO-FRO,Faroe Islands,lake,,7,6,osm:w62313203,Sandagerð,photo_gate,imgs_0
FO,FO-FRO,Faroe Islands,lake,,7,6,osm:w44703028,Klaksvikar Svimjihøll,photo_gate,imgs_0
AL,AL011,Dibër,lake,,6,5,wd:Q22005345,Liqeni i Lopeve,photo_gate,imgs_2
AL,AL011,Dibër,lake,,6,5,wd:Q22007899,Liqeni i Hotit,photo_gate,imgs_1
AL,AL011,Dibër,lake,,6,5,wd:Q22005350,Liqeni i Luleve,photo_gate,imgs_0
AL,AL011,Dibër,lake,,6,5,wd:Q22005363,Liqeni i Madh,photo_gate,imgs_4
AL,AL011,Dibër,lake,,6,5,wd:Q5593962,Gramë Lake,photo_gate,imgs_1
BG,BG415,Kyustendil,lake,,5,5,wd:Q1661327,Seven Rila Lakes,photo_gate,imgs_1
BG,BG415,Kyustendil,lake,,5,5,wd:Q12292353,Ribni Ezera,photo_gate,imgs_1
BG,BG415,Kyustendil,lake,,5,5,wd:Q12278969,The Lower Lake,photo_gate,imgs_1
BG,BG415,Kyustendil,lake,,5,5,wd:Q12294095,Smradlivo Lake,photo_gate,imgs_1
BG,BG415,Kyustendil,lake,,5,5,wd:Q12274059,The Kidney,photo_gate,imgs_5
FI,FI1DB,Pohjois-Savo,lake,,5,5,wd:Q1782052,Suvasvesi,photo_gate,imgs_3
FI,FI1DB,Pohjois-Savo,lake,,5,5,wd:Q890532,Kallavesi,photo_gate,imgs_3
FI,FI1DB,Pohjois-Savo,lake,,5,5,wd:Q7362310,Unnukka,photo_gate,imgs_3
FI,FI1DB,Pohjois-Savo,lake,,5,5,wd:Q1635506,Juurusvesi–Akonvesi,photo_gate,imgs_3
FI,FI1DB,Pohjois-Savo,lake,,5,5,wd:Q7230318,Porovesi,photo_gate,imgs_5
LT,LT011,Vilniaus apskritis,lake,,9,5,wd:Q12647221,Akmena,photo_gate,imgs_2
LT,LT011,Vilniaus apskritis,lake,,9,5,wd:Q12675182,Totoriškės,photo_gate,imgs_4
LT,LT011,Vilniaus apskritis,lake,,9,5,wd:Q16459387,Luka,photo_gate,imgs_5
LT,LT011,Vilniaus apskritis,lake,,9,5,wd:Q12656195,Gulbinas,photo_gate,imgs_1
LT,LT011,Vilniaus apskritis,lake,,9,5,wd:Q12672998,Skaistis,photo_gate,imgs_1
MK,MK001,Vardarski,lake,,5,5,wd:Q12908695,Lake Mladost,photo_gate,imgs_4
MK,MK001,Vardarski,lake,,5,5,wd:Q50427672,Moklište Lake,photo_gate,imgs_5
MK,MK001,Vardarski,lake,,5,5,wd:Q3086506,Tikveš Lake,floor_pool,score_4.8_below_5.4
MK,MK001,Vardarski,lake,,5,5,wd:Q12908121,Лисиче,photo_gate,imgs_3
MK,MK001,Vardarski,lake,,5,5,wd:Q20935661,Моклишко Езеро,photo_gate,imgs_1
IS,IS001,Höfuðborgarsvæði,lake,,6,5,wd:Q16420392,Bakkatjörn,photo_gate,imgs_4
IS,IS001,Höfuðborgarsvæði,lake,,6,5,osm:w713708484,Sundlaug Kópavogs,photo_gate,imgs_1
IS,IS001,Höfuðborgarsvæði,lake,,6,5,osm:w758084598,Sundhöll Hafnarfjarðar,photo_gate,imgs_2
IS,IS001,Höfuðborgarsvæði,lake,,6,5,wd:Q1568141,Hafravatn,photo_gate,imgs_4
IS,IS001,Höfuðborgarsvæði,lake,,6,5,wd:Q27468402,Vífilsstaðavatn,photo_gate,imgs_4
NO,NO071,Nordland/Nordlánnda,lake,,5,5,wd:Q1771514,Balvatnet,photo_gate,imgs_2
NO,NO071,Nordland/Nordlánnda,lake,,5,5,wd:Q4591249,Raudvatnet,photo_gate,imgs_2
NO,NO071,Nordland/Nordlánnda,lake,,5,5,wd:Q307594,Överuman,photo_gate,imgs_1
NO,NO071,Nordland/Nordlánnda,lake,,5,5,wd:Q1352298,Røssvatnet,photo_gate,imgs_1
NO,NO071,Nordland/Nordlánnda,lake,,5,5,wd:Q5096953,Storglomvatnet,floor_pool,score_4.5_below_5.4
NO,NO020,Innlandet,lake,,8,5,wd:Q212209,Mjøsa,photo_gate,imgs_2
NO,NO020,Innlandet,lake,,8,5,wd:Q1324437,Femund,photo_gate,imgs_3
NO,NO020,Innlandet,lake,,8,5,wd:Q1018512,Bygdin,photo_gate,imgs_1
NO,NO020,Innlandet,lake,,8,5,wd:Q545033,Randsfjorden,photo_gate,imgs_3
NO,NO020,Innlandet,lake,,8,5,wd:Q1772708,Einavatnet,photo_gate,imgs_4
RS,RS127,Sremska oblast,lake,,5,5,osm:w15939678,Danube,photo_gate,imgs_3
RS,RS127,Sremska oblast,lake,,5,5,osm:w73173192,Венеција,photo_gate,imgs_0
RS,RS127,Sremska oblast,lake,,5,5,osm:w250105719,Плажа,photo_gate,imgs_0
RS,RS127,Sremska oblast,lake,,5,5,wd:Q31182634,Бешеновачко језеро,photo_gate,imgs_3
RS,RS127,Sremska oblast,lake,,5,5,wd:Q3444519,Zasavica,photo_gate,imgs_3
RO,RO126,Sibiu,lake,,5,5,wd:Q794973,Bâlea Lak,photo_gate,imgs_3
RO,RO126,Sibiu,lake,,5,5,wd:Q29939935,Lake Auster,photo_gate,imgs_4
RO,RO126,Sibiu,lake,,5,5,wd:Q29939954,Lacul cu Nămol,photo_gate,imgs_4
RO,RO126,Sibiu,lake,,5,5,wd:Q30625613,Lake Avram Iancu-Ocnița,photo_gate,imgs_4
RO,RO126,Sibiu,lake,,5,5,wd:Q29939942,Lake Brâncoveanu,photo_gate,imgs_4
RO,RO225,Tulcea,lake,,5,5,wd:Q18541222,Babadag,photo_gate,imgs_0
RO,RO225,Tulcea,lake,,5,5,osm:r1308660,Lake Razelm,photo_gate,imgs_0
RO,RO225,Tulcea,lake,,5,5,osm:r4021632,Lacul Ciuperca,photo_gate,imgs_0
RO,RO225,Tulcea,lake,,5,5,osm:w449367297,Plaja Ciuperca,photo_gate,imgs_0
RO,RO225,Tulcea,lake,,5,5,wd:Q2349738,Lake Razelm,photo_gate,imgs_1
SI,SI038,Primorsko-notranjska,lake,,6,5,wd:Q205836,Lake Cerknica,photo_gate,imgs_2
SI,SI038,Primorsko-notranjska,lake,,6,5,osm:w1313100274,Glamping Lake Bloke,photo_gate,imgs_2
SI,SI038,Primorsko-notranjska,lake,,6,5,osm:r9623586,Cerkniško Jezero,photo_gate,imgs_1
SI,SI038,Primorsko-notranjska,lake,,6,5,wd:Q12796983,Mola,photo_gate,imgs_3
SI,SI038,Primorsko-notranjska,lake,,6,5,wd:Q90776977,Jeredovce,photo_gate,imgs_3
AL,AL012,Durrës,lake,,4,4,osm:w270111016,Plazhi i Gjirit të Lalëzit,photo_gate,imgs_0
AL,AL012,Durrës,lake,,4,4,osm:w237926963,Beach of Durrës,photo_gate,imgs_1
AL,AL012,Durrës,lake,,4,4,osm:w356914535,Vila Verde,photo_gate,imgs_0
AL,AL012,Durrës,lake,,4,4,osm:w150540952,Pishina,photo_gate,imgs_0
AL,AL032,Fier,lake,,5,4,osm:w977778133,Samuel King seaside,photo_gate,imgs_0
AL,AL032,Fier,lake,,5,4,osm:w10228257,Semani,photo_gate,imgs_0
AL,AL032,Fier,lake,,5,4,osm:w534521503,Liqeni i Godullës së Veçmës,photo_gate,imgs_0
AL,AL032,Fier,lake,,5,4,wd:Q22009607,Godulla e Karavastase,photo_gate,imgs_0
AL,AL034,Korcë,lake,,4,4,osm:w913037175,Park Aleksander,photo_gate,imgs_0
AL,AL034,Korcë,lake,,4,4,osm:w696944270,Camping Beach Erlin,photo_gate,imgs_0
AL,AL034,Korcë,lake,,4,4,osm:w1101726265,Erlin,photo_gate,imgs_0
AL,AL034,Korcë,lake,,4,4,wd:Q22005382,Keneta e Maliqit,photo_gate,imgs_0
AL,AL035,Vlorë,lake,,7,4,osm:w219957228,Drymades Beach,photo_gate,imgs_2
AL,AL035,Vlorë,lake,,7,4,wd:Q22008294,Liqeni i Pasha-limanit,photo_gate,imgs_0
AL,AL035,Vlorë,lake,,7,4,osm:w219958739,Plazhi i Palasës,photo_gate,imgs_0
AL,AL035,Vlorë,lake,,7,4,osm:w1347309879,Plazhi publik,photo_gate,imgs_0
GR,EL541,"Arta, Preveza",lake,,4,4,osm:w25976585,Piso Krioneri,photo_gate,imgs_0
GR,EL541,"Arta, Preveza",lake,,4,4,osm:w25976305,Krioneri,photo_gate,imgs_0
GR,EL541,"Arta, Preveza",lake,,4,4,osm:w1380228093,Nissos,photo_gate,imgs_0
GR,EL541,"Arta, Preveza",lake,,4,4,wd:Q2106785,Pournari lake,photo_gate,imgs_1
DK,DK050,Nordjylland,lake,,5,4,wd:Q23734931,Vandet Sø,photo_gate,imgs_2
DK,DK050,Nordjylland,lake,,5,4,wd:Q23736564,Store Økssø,photo_gate,imgs_1
DK,DK050,Nordjylland,lake,,5,4,wd:Q23743345,Nors Sø,photo_gate,imgs_0
DK,DK050,Nordjylland,lake,,5,4,wd:Q12314024,Glenstrup Sø,photo_gate,imgs_3
HU,HU231,Baranya,lake,,4,4,osm:w540665870,Boki-Duna,photo_gate,imgs_0
HU,HU231,Baranya,lake,,4,4,osm:w146979411,Ó-Dráva,photo_gate,imgs_0
HU,HU231,Baranya,lake,,4,4,osm:w235960200,Mailáthpuszta horgászto 1,photo_gate,imgs_0
HU,HU231,Baranya,lake,,4,4,osm:w228380578,Boros-Dráva / Boroš,photo_gate,imgs_0
HR,HR062,Varaždinska županija,lake,,4,4,wd:Q4103545,Lake Varaždin,photo_gate,imgs_1
HR,HR062,Varaždinska županija,lake,,4,4,wd:Q124364510,Motičnjak,photo_gate,imgs_1
HR,HR062,Varaždinska županija,lake,,4,4,wd:Q820542,Lake Dubrava,photo_gate,imgs_2
HR,HR062,Varaždinska županija,lake,,4,4,osm:w383771862,Kupalište Drava,photo_gate,imgs_2
HR,HR063,Koprivničko-križevačka županija,lake,,5,4,wd:Q115178781,Kencel,photo_gate,imgs_3
HR,HR063,Koprivničko-križevačka županija,lake,,5,4,wd:Q136760356,Jablanje,photo_gate,imgs_3
HR,HR063,Koprivničko-križevačka županija,lake,,5,4,wd:Q131314058,Gornje Ledine,photo_gate,imgs_3
HR,HR063,Koprivničko-križevačka županija,lake,,5,4,wd:Q131323269,Ribnjak,photo_gate,imgs_4
HR,HR024,Brodsko-posavska županija,lake,,4,4,osm:w79581953,Poloj,photo_gate,imgs_3
HR,HR024,Brodsko-posavska županija,lake,,4,4,osm:w241625214,Bazeni Slavonski Brod,photo_gate,imgs_3
HR,HR024,Brodsko-posavska županija,lake,,4,4,wd:Q7178471,Petnja,photo_gate,imgs_2
HR,HR024,Brodsko-posavska županija,lake,,4,4,osm:w241625214,Bazeni Slavonski Brod,photo_gate,imgs_3
HU,HU211,Fejér,lake,,4,4,wd:Q847072,Lake Velence,photo_gate,imgs_2
HU,HU211,Fejér,lake,,4,4,wd:Q997741,Fehérvárcsurgó reservoir,photo_gate,imgs_3
HU,HU211,Fejér,lake,,4,4,osm:w195370293,Napsugár Strand,photo_gate,imgs_1
HU,HU211,Fejér,lake,,4,4,osm:w836140803,Velence Club Camping,photo_gate,imgs_2
MK,MK003,Jugozapaden,lake,,7,4,wd:Q156258,Lake Ohrid,photo_gate,imgs_3
MK,MK003,Jugozapaden,lake,,7,4,osm:w219684157,"Воено Одморалиште ""Генерал Васко Карангелевски""",photo_gate,imgs_0
MK,MK003,Jugozapaden,lake,,7,4,wd:Q156258,Lake Ohrid,photo_gate,imgs_3
MK,MK003,Jugozapaden,lake,,7,4,osm:w1527941371,Beach Kaneo,photo_gate,imgs_3
MK,MK004,Jugoistočen,lake,,6,4,osm:w1241710473,Градска Плажа,photo_gate,imgs_0
MK,MK004,Jugoistočen,lake,,6,4,wd:Q25553764,Мантово,photo_gate,imgs_5
MK,MK004,Jugoistočen,lake,,6,4,wd:Q12906324,Selemli Lake,photo_gate,imgs_5
MK,MK004,Jugoistočen,lake,,6,4,wd:Q111748945,Lake Bučim,photo_gate,imgs_4
LV,LV005,Latgale,lake,,10,4,osm:r1314022,ež. Laukesas / Laucesas ezers,photo_gate,imgs_1
LV,LV005,Latgale,lake,,10,4,wd:Q12676986,Kalniškių Lake,photo_gate,imgs_1
LV,LV005,Latgale,lake,,10,4,osm:r3136135,ež. Kampuotis III / Lielais Kumpotis,photo_gate,imgs_1
LV,LV005,Latgale,lake,,10,4,osm:r5464720,Robežas ezers - Riebežeris,photo_gate,imgs_1
IE,IE051,Mid-West ,lake,,5,4,wd:Q918349,Lough Derg,photo_gate,imgs_3
IE,IE051,Mid-West ,lake,,5,4,wd:Q61676998,Ballyallia Lake,photo_gate,imgs_0
IE,IE051,Mid-West ,lake,,5,4,wd:Q604502,Lough Gur,photo_gate,imgs_2
IE,IE051,Mid-West ,lake,,5,4,wd:Q25238260,Dromore Lough,photo_gate,imgs_2
HU,HU311,Borsod-Abaúj-Zemplén,lake,,4,4,wd:Q137596492,Kistokaji bányató,photo_gate,imgs_1
HU,HU311,Borsod-Abaúj-Zemplén,lake,,4,4,osm:w118933526,Kemény Dénes Városi Sportuszoda,photo_gate,imgs_2
HU,HU311,Borsod-Abaúj-Zemplén,lake,,4,4,osm:r3458783,Mályi-tó,photo_gate,imgs_0
HU,HU311,Borsod-Abaúj-Zemplén,lake,,4,4,osm:r2605627,Debreczeni-tó,photo_gate,imgs_0
HU,HU323,Szabolcs-Szatmár-Bereg,lake,,5,4,osm:w33235406,Sóstó,photo_gate,imgs_2
HU,HU323,Szabolcs-Szatmár-Bereg,lake,,5,4,osm:w680652604,Eissmann Városi Uszoda,photo_gate,imgs_0
HU,HU323,Szabolcs-Szatmár-Bereg,lake,,5,4,osm:w299696961,Tanuszoda,photo_gate,imgs_0
HU,HU323,Szabolcs-Szatmár-Bereg,lake,,5,4,osm:r11741410,Rétközi-tó,photo_gate,imgs_0
HU,HU331,Bács-Kiskun,lake,,5,4,osm:w174011670,Karapancsai-halastó,photo_gate,imgs_0
HU,HU331,Bács-Kiskun,lake,,5,4,wd:Q2665499,Lake Vadkert,photo_gate,imgs_1
HU,HU331,Bács-Kiskun,lake,,5,4,wd:Q1051426,Lake Szelid,photo_gate,imgs_2
HU,HU331,Bács-Kiskun,lake,,5,4,wd:Q986825,Lake Déllő,photo_gate,imgs_0
HU,HU333,Csongrád-Csanád,lake,,5,4,osm:w391737156,Foka,photo_gate,imgs_0
HU,HU333,Csongrád-Csanád,lake,,5,4,osm:w839396385,Sziksósfürdő,photo_gate,imgs_0
HU,HU333,Csongrád-Csanád,lake,,5,4,osm:w299378183,Sziksósfürdő kemping,photo_gate,imgs_0
HU,HU333,Csongrád-Csanád,lake,,5,4,osm:w82422771,Sziksóstó,photo_gate,imgs_0
NO,NO092,Agder,lake,,4,4,wd:Q1772746,Åraksfjorden,photo_gate,imgs_5
NO,NO092,Agder,lake,,4,4,wd:Q2455280,Byglandsfjorden,photo_gate,imgs_4
NO,NO092,Agder,lake,,4,4,wd:Q6514173,Syndle,photo_gate,imgs_5
NO,NO092,Agder,lake,,4,4,wd:Q657862,Lundevatnet,photo_gate,imgs_2
MK,MK007,Severoistočen,lake,,4,4,wd:Q114964741,Кнежевско Езеро,photo_gate,imgs_5
MK,MK007,Severoistočen,lake,,4,4,wd:Q3215447,Глажња (езеро),photo_gate,imgs_0
MK,MK007,Severoistočen,lake,,4,4,wd:Q20933105,Глажњанско Езеро,photo_gate,imgs_0
MK,MK007,Severoistočen,lake,,4,4,wd:Q22253462,Otošnica Lake,photo_gate,imgs_3
PT,PT200,Região Autónoma dos Açores,lake,,6,4,wd:Q1515751,Sete Cidades Massif,photo_gate,imgs_1
PT,PT200,Região Autónoma dos Açores,lake,,6,4,wd:Q1800480,Lagoa do Fogo,photo_gate,imgs_2
PT,PT200,Região Autónoma dos Açores,lake,,6,4,wd:Q1526881,Lagoa das Sete Cidades,photo_gate,imgs_2
PT,PT200,Região Autónoma dos Açores,lake,,6,4,wd:Q1800473,Lagoa do Caldeirão,photo_gate,imgs_1
RS,RS226,Pirotska oblast,lake,,4,4,wd:Q166971,Zavoj Lake,photo_gate,imgs_3
RS,RS226,Pirotska oblast,lake,,4,4,wd:Q65199997,Ветренско језеро,photo_gate,imgs_2
RS,RS226,Pirotska oblast,lake,,4,4,wd:Q12750880,Дивљанско језеро,photo_gate,imgs_4
RS,RS226,Pirotska oblast,lake,,4,4,wd:Q65200461,Sukovo Lake,photo_gate,imgs_2
SI,SI032,Podravska,lake,,5,4,osm:w451858077,Plački vrh,photo_gate,imgs_2
SI,SI032,Podravska,lake,,5,4,osm:w734422177,Kamp Terme Ptuj,photo_gate,imgs_3
SI,SI032,Podravska,lake,,5,4,osm:w171236272,Termalni park Terme Ptuj,photo_gate,imgs_2
SI,SI032,Podravska,lake,,5,4,osm:w1347427913,Termalni park Terme Ptuj,photo_gate,imgs_2
SI,SI043,Goriška,lake,,4,4,osm:w715907893,Labrca Outdoor Center,photo_gate,imgs_0
SI,SI043,Goriška,lake,,4,4,osm:w389536038,Avtokamp Ajdovščina,photo_gate,imgs_2
SI,SI043,Goriška,lake,,4,4,osm:w172149585,Mestno kopališče,photo_gate,imgs_0
SI,SI043,Goriška,lake,,4,4,wd:Q3110294,Wild Lake,photo_gate,imgs_3
XK,XK004,Prizren,lake,,4,4,osm:w543273642,Liqeni i Vërmicës,photo_gate,imgs_0
XK,XK004,Prizren,lake,,4,4,wd:Q20565703,Горно Врачанско Езеро,photo_gate,imgs_4
XK,XK004,Prizren,lake,,4,4,osm:w454549649,Konjushka's Lake,photo_gate,imgs_1
XK,XK004,Prizren,lake,,4,4,wd:Q3406676,Šutmansko Lake,photo_gate,imgs_4
XK,XK005,Ferizaj,lake,,4,4,wd:Q12751073,Lower Blateštica lake,photo_gate,imgs_0
XK,XK005,Ferizaj,lake,,4,4,wd:Q3299614,Big Jažinačko Lake,photo_gate,imgs_4
XK,XK005,Ferizaj,lake,,4,4,wd:Q6593727,Štrbačko Lake,photo_gate,imgs_4
XK,XK005,Ferizaj,lake,,4,4,wd:Q5296206,Donji Vir Lake,photo_gate,imgs_4
GB,TLD13,Cumberland,lake,,6,4,wd:Q934551,Derwentwater,photo_gate,imgs_2
GB,TLD13,Cumberland,lake,,6,4,wd:Q1018122,Buttermere,photo_gate,imgs_2
GB,TLD13,Cumberland,lake,,6,4,wd:Q514635,Wast Water,photo_gate,imgs_4
GB,TLD13,Cumberland,lake,,6,4,wd:Q1480464,Thirlmere,photo_gate,imgs_0
GB,TLM20,Highlands and Islands,lake,,8,4,wd:Q1535690,Loch an Eilein,photo_gate,imgs_2
GB,TLM20,Highlands and Islands,lake,,8,4,wd:Q1368230,Loch Awe,photo_gate,imgs_3
GB,TLM20,Highlands and Islands,lake,,8,4,wd:Q1310646,Loch Maree,photo_gate,imgs_3
GB,TLM20,Highlands and Islands,lake,,8,4,wd:Q1444264,Loch Morar,floor_pool,score_5.3_below_5.4
AD,AD-AD-02,Canillo,lake,,4,4,wd:Q11979432,Estanys de Juclar,photo_gate,imgs_2
AD,AD-AD-02,Canillo,lake,,4,4,wd:Q21329237,Estany de les Canals Roges,photo_gate,imgs_3
AD,AD-AD-02,Canillo,lake,,4,4,wd:Q21330594,Estany de Baix,photo_gate,imgs_1
AD,AD-AD-02,Canillo,lake,,4,4,wd:Q21329944,Estany dels Meners de la Coma,photo_gate,imgs_4
AL,AL013,Kukës,lake,,5,3,wd:Q6475581,Lake Dash,photo_gate,imgs_5
AL,AL013,Kukës,lake,,5,3,wd:Q140373290,Qarr Water Reservoir,photo_gate,imgs_1
AL,AL013,Kukës,lake,,5,3,wd:Q117126835,Letaj Water Reservoir,photo_gate,imgs_2
AL,AL031,Berat,lake,,3,3,wd:Q22007658,Ujembledhesi i Sadovices,photo_gate,imgs_3
AL,AL031,Berat,lake,,3,3,wd:Q22009787,Ujembledhesi i Mbreshtanit,photo_gate,imgs_0
AL,AL031,Berat,lake,,3,3,wd:Q22008157,Ujembledhesi i Belesoves,photo_gate,imgs_0
AL,AL014,Lezhë,lake,,3,3,osm:w338110168,Shëngjin Beach,photo_gate,imgs_2
AL,AL014,Lezhë,lake,,3,3,osm:w366443477,Tale Beach,photo_gate,imgs_1
AL,AL014,Lezhë,lake,,3,3,wd:Q22011725,Keneta e Kenalles,photo_gate,imgs_5
AL,AL015,Shkodër,lake,,5,3,wd:Q22012027,Lake Koman,photo_gate,imgs_2
AL,AL015,Shkodër,lake,,5,3,wd:Q22009743,Laguna e Vilunit,photo_gate,imgs_2
AL,AL015,Shkodër,lake,,5,3,osm:w599625297,Velipoja Beach,photo_gate,imgs_3
BE,BE225,Arr. Maaseik,lake,,4,3,wd:Q2702921,Heerenlaak,photo_gate,imgs_3
BE,BE225,Arr. Maaseik,lake,,4,3,osm:r1585681,Vissenakkerplas,photo_gate,imgs_0
BE,BE225,Arr. Maaseik,lake,,4,3,osm:w1531380842,Zwemzone De Steenberg,photo_gate,imgs_0
BE,BE236,Arr. Sint-Niklaas,lake,,3,3,osm:w41596527,De Ster Noord,photo_gate,imgs_0
BE,BE236,Arr. Sint-Niklaas,lake,,3,3,osm:w505802955,Roeibootjes,photo_gate,imgs_0
BE,BE236,Arr. Sint-Niklaas,lake,,3,3,osm:w505802960,Waterfietsen,photo_gate,imgs_0
BE,BE336,Bezirk Verviers — Deutschsprachige Gemeinschaft,lake,,3,3,wd:Q470432,Lake Bütgenbach,photo_gate,imgs_2
