register,kind,name,qid,lat,lon,sitelinks,population,has_image,status,matched,auto_admit,beauty_est,queued
unesco_tentative,unesco_tentative,Rostov kremlin,Q4398506,57.18478,39.41655,13,,yes,missing,,yes,2.9,2026-09-03
unesco_tentative,unesco_tentative,Chandria,Q5071493,34.94278,32.99444,13,162,yes,missing,,yes,6.1,2026-09-03
unesco_tentative,unesco_tentative,Rusenski Lom Nature Park,Q11990991,43.69583,26.02861,13,,yes,missing,,yes,5.4,2026-09-03
national_park,national_park,Fulufjellet National Park,Q3364448,61.4,12.78333,13,,yes,missing,,yes,3.4,2026-09-03
national_park,national_park,Fruška Gora National Park,Q1280258,45.16667,19.66667,13,,yes,missing,,yes,3.4,2026-09-03
national_park,national_park,Javakheti National Park,Q12871562,41.22964,43.38092,13,,yes,missing,,yes,3.4,2026-09-03
national_park,national_park,"Foreste Casentinesi, Monte Falterona, Campigna National Park",Q1787671,43.84333,11.79111,13,,yes,missing,,yes,4.9,2026-09-03
national_park,national_park,Machakhela National Park,Q16372161,41.52026,41.71967,13,,yes,missing,,yes,4.2,2026-09-03
national_park,national_park,National park Bjeshkët e Nemuna,Q26928875,42.66667,20.16667,13,,yes,missing,,yes,3.4,2026-09-03
national_park,national_park,Cozia National Park,Q3077873,45.367,24.265,13,,yes,missing,,yes,4.2,2026-09-03
biosphere_reserve,national_park,Bistrishko Branishte,Q2904841,42.56194,23.31444,13,,yes,missing,,yes,5.5,2026-09-03
gb_market_town,market_town,Storrington,Q7620330,50.9178,-0.45459,12,,yes,missing,,yes,1.7,2026-09-03
gb_market_town,market_town,Worth,Q2799576,51.2563,1.3472,12,935,yes,missing,,yes,3.3,2026-09-03
unesco_whc,unesco_whc,Thiepval Memorial,Q1861419,50.05056,2.68583,12,,yes,missing,,yes,6.6,2026-09-03
unesco_whc,unesco_whc,Hierapolis-Pamukkale,Q15924669,37.92389,29.12333,12,,yes,missing,,yes,8.0,2026-09-03
unesco_tentative,unesco_tentative,Astuvansalmi rock paintings,Q43967,61.44416,27.54414,12,,yes,missing,,yes,2.9,2026-09-03
unesco_tentative,unesco_tentative,Pietrosul Rodnei,Q153170,47.6,24.63,12,,yes,missing,,yes,3.7,2026-09-03
unesco_tentative,unesco_tentative,Southwest Alentejo and Vicentine Coast Natural Park,Q1548840,37.42606,-8.82027,12,,yes,missing,,yes,2.9,2026-09-03
unesco_tentative,unesco_tentative,Kibyra,Q1643467,37.16013,29.48921,12,,yes,missing,,yes,2.9,2026-09-03
unesco_tentative,unesco_tentative,El Mina,Q3777059,34.447,35.81783,12,,yes,missing,,yes,6.1,2026-09-03
unesco_tentative,unesco_tentative,Uzunköprü Bridge,Q6053470,41.27608,26.67669,12,,yes,missing,,yes,3.7,2026-09-03
unesco_tentative,unesco_tentative,Malounta,Q6744561,35.03571,33.18311,12,490,yes,missing,,yes,4.4,2026-09-03
unesco_tentative,unesco_tentative,Yesemek Quarry and Sculpture Workshop,Q26959195,36.90444,36.74583,12,,yes,missing,,yes,2.9,2026-09-03
national_park,national_park,National Nature Park Homilsha Woods,Q4143004,49.58333,36.33333,12,,yes,missing,,yes,3.4,2026-09-03
national_park,national_park,Skadar Lake National Park,Q3364523,42.24,19.20972,12,,yes,missing,,yes,4.9,2026-09-03
national_park,national_park,Salzburger Lungau and Kärntner Nockberge,Q700204,46.9692,13.7256,12,,yes,missing,,yes,3.4,2026-09-03
national_park,national_park,Theniet El Had National Park,Q429470,35.85369,1.96831,12,,yes,missing,,yes,3.4,2026-09-03
national_park,national_park,Boukornine National Park,Q2741018,36.688,10.3882,12,,yes,missing,,yes,6.6,2026-09-03
national_park,national_park,Defileul Jiului National Park,Q3078828,45.272,23.368,12,,yes,missing,,yes,5.5,2026-09-03
national_park,national_park,Ceahlău National Park,Q3081107,46.9563,25.939,12,,yes,missing,,yes,3.4,2026-09-03
biosphere_reserve,national_park,Nordhordland,Q176828,60.65,5.26667,12,,yes,missing,,yes,4.2,2026-09-03
biosphere_reserve,national_park,Salzburger Lungau and Kärntner Nockberge,Q700204,46.9692,13.7256,12,,yes,missing,,yes,3.4,2026-09-03
biosphere_reserve,national_park,Roztochya Biosphere Reserve,Q4390628,49.95833,23.65,12,,yes,missing,,yes,4.2,2026-09-03
it_borghi_piu_belli,beautiful_village,Giglio Castello,Q1523719,42.36556,10.90167,11,,yes,missing,,yes,4.9,2026-09-03
gb_market_town,market_town,Buttevant,Q1002149,52.233,-8.667,11,,yes,missing,,yes,1.7,2026-09-03
unesco_whc,unesco_whc,Church of St. George,Q878986,47.68917,9.08222,11,,yes,missing,,yes,8.6,2026-09-03
unesco_whc,unesco_whc,"Climats, terroirs of Burgundy",Q20650612,47.05806,4.86444,11,,yes,missing,,yes,7.6,2026-09-03
unesco_tentative,unesco_tentative,Alahan Monastery,Q94668,36.77944,33.36556,11,,yes,missing,,yes,2.9,2026-09-03
unesco_tentative,unesco_tentative,Hanbury botanical gardens,Q894646,43.78297,7.55448,11,,yes,missing,,yes,4.4,2026-09-03
unesco_tentative,unesco_tentative,Church of San Salvador de Valdediós,Q1534305,43.43708,-5.50658,11,,yes,missing,,yes,3.7,2026-09-03
unesco_tentative,unesco_tentative,Sufetula,Q1536583,35.24038,9.12032,11,,yes,missing,,yes,2.9,2026-09-03
unesco_tentative,unesco_tentative,Klirou,Q672215,35.02132,33.17787,11,1847,yes,missing,,yes,4.9,2026-09-03
unesco_tentative,unesco_tentative,Ribeira Sacra,Q3394276,42.38333,-7.61667,11,,yes,missing,,yes,2.9,2026-09-03
unesco_tentative,unesco_tentative,Divnogorye,Q186369,50.96851,39.31316,11,,yes,missing,,yes,2.9,2026-09-03
unesco_tentative,unesco_tentative,Chatam Sofer Memorial,Q4180493,48.14189,17.09188,11,,yes,missing,,yes,4.4,2026-09-03
unesco_tentative,unesco_tentative,Fikardou,Q5448228,34.95919,33.17135,11,15,yes,missing,,yes,5.4,2026-09-03
unesco_tentative,unesco_tentative,Palm Islands Nature Reserve,Q7128050,34.4927,35.7746,11,,yes,missing,,yes,6.1,2026-09-03
national_park,national_park,Mezyn National Nature Park,Q4288990,51.72065,33.01529,11,,yes,missing,,yes,3.4,2026-09-03
national_park,national_park,National park Drina,Q65203551,44.00028,19.35,11,,yes,missing,,yes,4.9,2026-09-03
national_park,national_park,Sierra de las Nieves National Park,Q1420336,36.73,-4.98,11,,yes,missing,,yes,4.2,2026-09-03
national_park,national_park,Prokletije National Park,Q11955121,42.53167,19.91389,11,,yes,missing,,yes,3.4,2026-09-03
national_park,national_park,Lower Sula National Nature Park,Q12133699,49.6218,32.7284,11,,yes,missing,,yes,3.4,2026-09-03
national_park,national_park,Láhko National Park,Q1790855,66.84167,14.23333,11,,yes,missing,,yes,3.4,2026-09-03
national_park,national_park,Ormtjernkampen National Park,Q1851106,61.2,9.8,11,,yes,missing,,yes,3.4,2026-09-03
national_park,national_park,Færder National Park,Q14915623,59.15,10.51,11,,yes,missing,,yes,3.4,2026-09-03
national_park,national_park,Rodopi Mountain Range National Park,Q24953275,41.477,24.46,11,,yes,missing,,yes,3.4,2026-09-03
national_park,national_park,National Park Åsnen,Q27027158,56.61035,14.66129,11,,yes,missing,,yes,3.4,2026-09-03
national_park,national_park,Jomfruland national park,Q28033153,58.865,9.59611,11,,yes,missing,,yes,3.4,2026-09-03
national_park,national_park,Blå Jungfrun national park,Q32225934,57.25202,16.79349,11,,yes,missing,,yes,3.4,2026-09-03
national_park,national_park,Schinias Marathon National Park,Q12876746,38.15111,24.02833,11,,yes,missing,,yes,4.9,2026-09-03
biosphere_reserve,national_park,Doupki-Djindjiritza Biosphere reserve,Q5813917,42.02139,23.40806,11,,yes,missing,,yes,5.5,2026-09-03
biosphere_reserve,national_park,Sierra de Aracena and Picos de Aroche Natural Park,Q1754073,37.95972,-6.58528,11,,yes,missing,,yes,3.4,2026-09-03
biosphere_reserve,national_park,Sierra de las Nieves National Park,Q1420336,36.73,-4.98,11,,yes,missing,,yes,4.2,2026-09-03
it_borghi_piu_belli,beautiful_village,Poffabro,Q1894831,46.21694,12.70778,10,,yes,missing,,yes,5.7,2026-09-03
it_borghi_piu_belli,beautiful_village,San Donato in Poggio,Q3947022,43.53559,11.23557,10,,yes,missing,,yes,8.1,2026-09-03
unesco_whc,unesco_whc,Wooden Hypostyle Mosques of Medieval Anatolia,Q64735123,38.75504,30.52958,10,,yes,missing,,yes,5.1,2026-09-03
unesco_whc,unesco_whc,Le Colline del Prosecco di Conegliano e Valdobbiadene,Q65029145,45.953,12.2261,10,,yes,missing,,yes,7.6,2026-09-03
unesco_whc,unesco_whc,Flow Country,Q1847928,58.3715,-3.65845,10,,yes,missing,,yes,5.9,2026-09-03
unesco_whc,unesco_whc,Rachid Karami International Fair,Q116448209,34.43961,35.82591,10,,yes,missing,,yes,8.3,2026-09-03
unesco_whc,unesco_whc,Birka and Hovgården,Q2904503,59.335,17.5425,10,,yes,missing,,yes,8.6,2026-09-03
unesco_tentative,unesco_tentative,Monumental church complex of Sant Pere de Terrassa,Q3054904,41.56694,2.01861,10,,yes,missing,,yes,5.4,2026-09-03
unesco_tentative,unesco_tentative,Flow Country,Q1847928,58.3715,-3.65845,10,,yes,missing,,yes,3.7,2026-09-03
unesco_tentative,unesco_tentative,Ballıca Cave,Q4852313,40.2272,36.3014,10,,yes,missing,,yes,2.9,2026-09-03
unesco_tentative,unesco_tentative,Haji Bektash Veli complex,Q20474091,38.94278,34.56222,10,,yes,missing,,yes,2.9,2026-09-03
unesco_tentative,unesco_tentative,Medina of Sfax,Q22948835,34.73391,10.7608,10,,yes,missing,,yes,2.9,2026-09-03
unesco_tentative,unesco_tentative,Le Colline del Prosecco di Conegliano e Valdobbiadene,Q65029145,45.953,12.2261,10,,yes,missing,,yes,5.4,2026-09-03
national_park,national_park,Sloboda National Nature Park,Q4315066,50.08583,35.21556,10,,yes,missing,,yes,3.4,2026-09-03
national_park,national_park,Jebel Serj National Park,Q3364453,35.9367,9.54972,10,,yes,missing,,yes,3.4,2026-09-03
national_park,national_park,Dvorichna National Nature Park,Q6974736,49.85222,37.73333,10,,yes,missing,,yes,3.4,2026-09-03
national_park,national_park,Bile Ozero National Nature Park,Q12086753,49.89597,31.57797,10,,yes,missing,,yes,3.4,2026-09-03
national_park,national_park,Hetman National Nature Park,Q12095915,50.4013,35.0175,10,,yes,missing,,yes,3.4,2026-09-03
national_park,national_park,Pyriatyn National Nature Park,Q12140602,50.23611,32.50111,10,,yes,missing,,yes,3.4,2026-09-03
national_park,national_park,Kintrishi Protected Landscape,Q12865783,41.682,42.039,10,,yes,missing,,yes,5.9,2026-09-03
national_park,national_park,Gotska Sandön National Park,Q17745939,58.36631,19.24606,10,,yes,missing,,yes,3.4,2026-09-03
biosphere_reserve,national_park,"Sierras de Cazorla, Segura y Las Villas Natural Park",Q1755523,38.08333,-2.75,10,,yes,missing,,yes,3.4,2026-09-03
biosphere_reserve,national_park,Ría de Ribadeo,Q3329979,43.53194,-7.02917,10,,yes,missing,,yes,3.4,2026-09-03
biosphere_reserve,national_park,Muniellos,Q3457636,43.03561,-6.68168,10,,yes,missing,,yes,3.4,2026-09-03
biosphere_reserve,national_park,Žuvintas,Q4181215,54.4833,23.55,10,,yes,missing,,yes,3.4,2026-09-03
biosphere_reserve,national_park,Křivoklátsko Protected Landscape Area,Q1429234,49.95889,13.88056,10,,yes,missing,,yes,4.9,2026-09-03
unesco_whc,unesco_whc,Delos,Q173148,37.38948,25.26904,80,24,yes,member_of,JMK,no,7.6,2026-09-03
it_borghi_piu_belli,beautiful_village,Amatrice,Q223427,42.62938,13.28837,62,2251,yes,member_of,gem:castelluccio-di-norcia,no,5.7,2026-09-03
unesco_whc,unesco_whc,Drottningholm Palace,Q208559,59.32169,17.88638,59,,yes,member_of,gem:vaxholm,no,8.8,2026-09-03
it_borghi_piu_belli,beautiful_village,Bellano,Q43032,46.0432,9.3061,56,3420,yes,member_of,gem:como,no,6.4,2026-09-03
it_borghi_piu_belli,beautiful_village,Gardone Riviera,Q104619,45.62326,10.56408,56,2626,yes,member_of,gem:garda,no,7.4,2026-09-03
it_borghi_piu_belli,beautiful_village,Arrone,Q6248,42.58284,12.76916,54,2555,yes,member_of,gem:cascata-delle-marmore,no,6.4,2026-09-03
it_borghi_piu_belli,beautiful_village,Sarnano,Q94966,43.03561,13.30073,53,3042,yes,member_of,gem:castelluccio-di-norcia,no,4.9,2026-09-03
it_borghi_piu_belli,beautiful_village,Arcevia,Q123540,43.48333,12.9396,52,4231,yes,member_of,gem:frasassi-caves,no,5.7,2026-09-03
unesco_tentative,unesco_tentative,Ayvalık,Q793383,39.31667,26.7,52,71063,yes,member_of,MJT,no,3.7,2026-09-03
it_borghi_piu_belli,beautiful_village,Stroncone,Q10907,42.49825,12.66274,51,4629,yes,member_of,gem:cascata-delle-marmore,no,5.7,2026-09-03
it_borghi_piu_belli,beautiful_village,Mezzano,Q295486,46.15393,11.80876,51,1587,yes,member_of,gem:san-martino-di-castrozza,no,5.7,2026-09-03
it_borghi_piu_belli,beautiful_village,Pietracamela,Q51460,42.52306,13.55333,51,218,yes,member_of,gem:campo-imperatore,no,4.9,2026-09-03
it_borghi_piu_belli,beautiful_village,Penne,Q51376,42.45,13.91667,50,11165,yes,member_of,gem:campo-imperatore,no,4.9,2026-09-03
it_borghi_piu_belli,beautiful_village,Mel,Q39783,46.06219,12.07981,47,5968,yes,member_of,gem:san-martino-di-castrozza,no,6.4,2026-09-03
fr_plus_beaux_villages,beautiful_village,Sant'Antonino,Q246317,42.58917,8.905,46,127,yes,member_of,CLY,no,5.7,2026-09-03
fr_plus_beaux_villages,beautiful_village,Venasque,Q475991,43.99611,5.14667,42,1082,yes,member_of,gem:provence-luberon,no,7.0,2026-09-03
biosphere_reserve,national_park,Møn,Q666502,55.0,12.33333,42,,yes,member_of,gem:mons-klint,no,5.5,2026-09-03
fr_plus_beaux_villages,beautiful_village,La Flotte,Q818583,46.18694,-1.32556,40,3150,yes,member_of,gem:ile-de-re,no,4.9,2026-09-03
fr_petites_cites,heritage_town,Arçais,Q663490,46.29611,-0.69111,40,615,yes,member_of,gem:marais-poitevin,no,3.8,2026-09-03
gb_market_town,market_town,Marlborough,Q539528,51.4212,-1.7274,39,8009,yes,member_of,gem:avebury,no,3.8,2026-09-03
gb_market_town,market_town,Woolwich,Q1006232,51.49167,0.06667,32,84959,yes,member_of,gem:bromley,no,5.7,2026-09-03
unesco_tentative,unesco_tentative,Augustów Canal,Q770907,53.86667,22.96667,32,,yes,member_of,gem:wigry,no,2.9,2026-09-03
gb_market_town,market_town,Ross-on-Wye,Q2057705,51.91389,-2.58694,28,9074,yes,member_of,gem:symonds-yat,no,2.6,2026-09-03
gb_market_town,market_town,Axminster,Q792596,50.78333,-3.0,28,5761,yes,member_of,gem:jurassic-coast,no,2.6,2026-09-03
unesco_whc,unesco_whc,Bom Jesus do Monte,Q2707216,41.5546,-8.3775,28,,yes,member_of,gem:peneda-geres,no,8.3,2026-09-03
gb_market_town,market_town,Ulverston,Q979357,54.193,-3.09,26,11524,yes,member_of,gem:lake-district,no,3.3,2026-09-03
unesco_whc,unesco_whc,The Vineyard Landscape of Piedmont: Langhe-Roero and Monferrato,Q17296768,44.65194,7.99417,25,,yes,member_of,gem:langhe,no,8.8,2026-09-03
gb_market_town,market_town,Winslow,Q1113295,51.94028,-0.88694,23,4407,yes,member_of,gem:stony-stratford,no,2.6,2026-09-03
gb_market_town,market_town,Rhayader,Q1681386,52.31,-3.5,21,2088,yes,member_of,gem:devils-bridge-wales,no,2.6,2026-09-03
gb_market_town,market_town,Builth Wells,Q1003123,52.14,-3.41,20,2568,yes,member_of,gem:elan-valley,no,2.6,2026-09-03
gb_market_town,market_town,Egremont,Q2486621,54.484,-3.5306,20,7444,yes,member_of,gem:lake-district,no,3.8,2026-09-03
it_borghi_piu_belli,beautiful_village,Borgo Valbelluna,Q61162252,46.062,12.07961,17,13410,yes,member_of,gem:san-martino-di-castrozza,no,6.4,2026-09-03
unesco_whc,unesco_whc,Drottningholm Palace Theatre,Q3058143,59.32307,17.885,15,,yes,member_of,gem:vaxholm,no,8.8,2026-09-03
unesco_tentative,unesco_tentative,Down House,Q3038318,51.33139,0.05333,14,,yes,member_of,gem:bromley,no,6.3,2026-09-03
unesco_tentative,unesco_tentative,Church of St. George,Q3396254,40.98583,21.085,13,,yes,member_of,gem:prespa-lakes,no,4.4,2026-09-03
it_borghi_piu_belli,beautiful_village,Montemerano,Q1805319,42.62167,11.48806,11,,yes,member_of,gem:saturnia,no,5.7,2026-09-03
unesco_tentative,unesco_tentative,Sulcis,Q3503430,39.1,8.73336,11,,no,member_of,gem:chia,no,5.4,2026-09-03
unesco_tentative,unesco_tentative,Mathiatis,Q6787178,34.96325,33.33602,11,646,no,missing,,no,4.9,2026-09-03
biosphere_reserve,national_park,Urdaibai,Q3118982,43.35,-2.68,11,,yes,member_of,gem:gaztelugatxe,no,4.9,2026-09-03
it_borghi_piu_belli,beautiful_village,Albori,Q3608881,40.66667,14.73333,9,,yes,missing,,no,7.8,2026-09-03
it_borghi_piu_belli,beautiful_village,Castellaro Lagusello,Q3662253,45.37481,10.63678,9,,yes,missing,,no,8.3,2026-09-03
it_borghi_piu_belli,beautiful_village,Lingueglietta,Q3833022,43.8677,7.93127,9,,yes,missing,,no,4.9,2026-09-03
it_borghi_piu_belli,beautiful_village,Cornello,Q18467441,45.89278,9.65417,9,,yes,missing,,no,6.4,2026-09-03
it_borghi_piu_belli,beautiful_village,Presicce-Acquarica,Q63851952,39.90323,18.25461,9,9237,yes,missing,,no,4.9,2026-09-03
unesco_whc,unesco_whc,Vladslo German war cemetery,Q572953,51.07056,2.92944,9,,yes,missing,,no,5.9,2026-09-03
unesco_whc,unesco_whc,West Norwegian Fjords – Geirangerfjord and Nærøyfjord,Q12269990,60.96578,6.97769,9,,yes,missing,,no,8.0,2026-09-03
unesco_whc,unesco_whc,Cathedral and Churches of Echmiatsin and the Archaeological Site of Zvartnots,Q22026170,40.15931,44.29514,9,,yes,missing,,no,8.0,2026-09-03
unesco_tentative,unesco_tentative,Beçin,Q2900550,37.27492,27.78906,9,4503,yes,missing,,no,2.9,2026-09-03
unesco_tentative,unesco_tentative,Universidad Laboral de Gijón,Q5196648,43.5241,-5.61351,9,,yes,missing,,no,3.7,2026-09-03
unesco_tentative,unesco_tentative,Kızılırmak Delta,Q6005979,41.65,36.05,9,,yes,missing,,no,2.9,2026-09-03
unesco_tentative,unesco_tentative,Mahmut Bey Mosque,Q21526534,41.48053,33.68802,9,,yes,missing,,no,2.9,2026-09-03
national_park,national_park,Vjosa Wild River National Park,Q117389705,40.12417,20.4325,9,,yes,missing,,no,4.9,2026-09-03
national_park,national_park,Albanian Alps National Park,Q123510408,42.45549,19.63819,9,,yes,missing,,no,3.4,2026-09-03
national_park,national_park,Boikivshchyna National Nature Park,Q63284212,49.07722,22.95472,9,,yes,missing,,no,5.9,2026-09-03
national_park,national_park,Pantelleria National Park,Q26736078,36.79083,11.99389,9,,yes,member_of,PNL,no,3.4,2026-09-03
biosphere_reserve,national_park,Ohrid-Prespa Transboundary Biosphere Reserve (Republic of Albania / North Macedonia),Q22680822,41.01,20.7,9,,yes,missing,,no,7.2,2026-09-03
biosphere_reserve,national_park,Schorfheide-Chorin Biosphere Reserve,Q314279,53.0,13.4,9,,yes,missing,,no,3.4,2026-09-03
biosphere_reserve,national_park,Montseny Natural Park,Q1401508,41.78,2.4,9,,yes,missing,,no,4.2,2026-09-03
biosphere_reserve,national_park,Las Ubiñas - La Mesa Natural Park,Q5838648,43.03678,-5.95493,9,,yes,missing,,no,4.9,2026-09-03
it_borghi_piu_belli,beautiful_village,Strassoldo,Q2258943,45.86013,13.32234,8,,yes,missing,,no,7.0,2026-09-03
it_borghi_piu_belli,beautiful_village,Castelponzone,Q3663020,45.06222,10.31333,8,,yes,missing,,no,8.1,2026-09-03
it_borghi_piu_belli,beautiful_village,Torre Alfina,Q3995125,42.75439,11.94572,8,,yes,missing,,no,6.4,2026-09-03
it_borghi_piu_belli,beautiful_village,Lollove,Q18449160,40.36495,9.33235,8,,no,missing,,no,4.9,2026-09-03
it_borghi_piu_belli,beautiful_village,Toppo,Q18449189,46.2014,12.82927,8,,yes,missing,,no,4.9,2026-09-03
unesco_whc,unesco_whc,Routes of Santiago de Compostela: Camino Francés and Routes of Northern Spain,Q39081159,43.335,-6.41472,8,,yes,member_of,gem:pravia,no,5.1,2026-09-03
unesco_whc,unesco_whc,Neuville-St Vaast German war cemetery,Q1850310,50.34222,2.75417,8,,yes,missing,,no,5.9,2026-09-03
unesco_whc,unesco_whc,Evaporitic Karst and Caves of Northern Apennines,Q122730699,44.37994,10.38892,8,,yes,missing,,no,5.1,2026-09-03
unesco_whc,unesco_whc,"Beaches of the D-Day Landings, Normandy, 1944",Q3390891,49.37085,-0.87959,8,,yes,missing,,no,5.9,2026-09-03
unesco_tentative,unesco_tentative,Eflatunpınar,Q844601,37.8257,31.6747,8,,yes,missing,,no,4.4,2026-09-03
unesco_tentative,unesco_tentative,Villa Bloemenwerf,Q957722,50.79583,4.34333,8,,yes,missing,,no,7.3,2026-09-03
unesco_tentative,unesco_tentative,"Beaches of the D-Day Landings, Normandy, 1944",Q3390891,49.37085,-0.87959,8,,yes,missing,,no,3.7,2026-09-03
unesco_tentative,unesco_tentative,Sultan Bayezid II Complex,Q6055477,41.68586,26.54411,8,,yes,missing,,no,5.4,2026-09-03
unesco_tentative,unesco_tentative,Janj,Q12640322,44.14167,17.26667,8,,yes,missing,,no,5.4,2026-09-03
unesco_tentative,unesco_tentative,Vespasian Titus Tunnel,Q18926963,36.12278,35.92917,8,,yes,missing,,no,2.9,2026-09-03
national_park,national_park,National Park Skjoldungernes Land,Q12335729,55.655,11.98,8,,yes,missing,,no,6.3,2026-09-03
national_park,national_park,Zall-Gjoçaj National Park,Q1969108,41.52056,19.89806,8,,yes,missing,,no,3.4,2026-09-03
national_park,national_park,Zembra and Zembretta Islands National Park,Q2090073,37.1,10.8,8,,yes,missing,,no,4.9,2026-09-03
national_park,national_park,Lofotodden National Park,Q56980144,68.01697,13.02313,8,,yes,missing,,no,3.4,2026-09-03
national_park,national_park,Evros Delta National Park,Q12876743,40.78333,26.03333,8,,yes,missing,,no,3.4,2026-09-03
unesco_geopark,national_park,Muskau Bend Landscape Park,Q896068,51.5492,14.5817,8,,yes,missing,,no,4.9,2026-09-03
biosphere_reserve,national_park,Zembra and Zembretta Islands National Park,Q2090073,37.1,10.8,8,,yes,missing,,no,4.9,2026-09-03
biosphere_reserve,national_park,Cuenca Alta del Río Manzanares,Q3383761,40.67,-3.89,8,,yes,missing,,no,6.3,2026-09-03
biosphere_reserve,national_park,Lower Prut,Q5243549,45.7,28.18333,8,,yes,missing,,no,3.4,2026-09-03
biosphere_reserve,national_park,Five-country Biosphere Reserve Mura-Drava-Danube,Q85787055,45.93056,18.92611,8,,yes,missing,,no,3.4,2026-09-03
fr_plus_beaux_villages,beautiful_village,Peyre,Q3067362,44.09083,2.99861,7,,yes,missing,,no,5.7,2026-09-03
fr_petites_cites,heritage_town,Châteaugiron,Q30051100,48.04806,-1.50306,7,10845,yes,missing,,no,3.8,2026-09-03
it_borghi_piu_belli,beautiful_village,Montefabbri,Q3862239,43.81325,12.69951,7,,yes,missing,,no,8.1,2026-09-03
it_borghi_piu_belli,beautiful_village,Vigoleno,Q4011584,44.81665,9.90121,7,,yes,missing,,no,4.9,2026-09-03
it_borghi_piu_belli,beautiful_village,Foglia,Q18454111,42.33129,12.47393,7,,no,missing,,no,8.1,2026-09-03
it_borghi_piu_belli,beautiful_village,Raggiolo,Q18485926,43.67657,11.71128,7,,yes,missing,,no,6.4,2026-09-03
it_borghi_piu_belli,beautiful_village,San Giorgio di Valpolicella,Q18505513,45.53502,10.84957,7,240,yes,missing,,no,7.4,2026-09-03
es_conjunto_historico,heritage_town,Nuestra Señora de las Fuentes,Q821204,41.74,-0.29,7,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Real Monasterio de San Martín de Castañeda,Q1305084,42.13528,-6.72,7,,yes,missing,,no,4.7,2026-09-03
es_conjunto_historico,heritage_town,Baños de Panticosa,Q2881472,42.76008,-0.23407,7,10,yes,missing,,no,5.4,2026-09-03
es_conjunto_historico,heritage_town,Castle of Soto,Q5757609,43.16333,-5.64444,7,,yes,missing,,no,5.4,2026-09-03
unesco_whc,unesco_whc,Dutch Water Defence Lines,Q64590253,52.05861,5.16833,7,,yes,missing,,no,8.6,2026-09-03
unesco_whc,unesco_whc,Fort de Loncin,Q1363576,50.67472,5.49194,7,,yes,missing,,no,7.6,2026-09-03
unesco_whc,unesco_whc,St Symphorien Military Cemetery,Q12013407,50.43228,4.01076,7,,yes,missing,,no,9.3,2026-09-03
unesco_whc,unesco_whc,The Great Mosque of New Fez,Q85764284,34.05748,-4.99163,7,,yes,missing,,no,7.6,2026-09-03
unesco_whc,unesco_whc,Rhaetian Railway in the Albula / Bernina Landscapes,Q2962401,46.4089,10.0197,7,,yes,missing,,no,7.2,2026-09-03
unesco_tentative,unesco_tentative,Schöningen Spears,Q320796,52.1335,10.9893,7,,yes,missing,,no,3.7,2026-09-03
unesco_tentative,unesco_tentative,Ligurian Sea Cetacean Sanctuary,Q1537757,43.0,9.0,7,,yes,missing,,no,2.9,2026-09-03
unesco_tentative,unesco_tentative,Spaso-Preobrazhensky Cathedral in Pereslavl-Zalessky,Q1975595,56.73666,38.85237,7,,yes,missing,,no,2.9,2026-09-03
unesco_tentative,unesco_tentative,Vyatskoye,Q4130505,57.86556,40.26389,7,,yes,missing,,no,3.7,2026-09-03
unesco_tentative,unesco_tentative,Ruins of Tróia,Q10365480,38.48627,-8.88478,7,,yes,missing,,no,3.7,2026-09-03
unesco_tentative,unesco_tentative,Valle Salado,Q18286647,42.79954,-2.98524,7,,yes,missing,,no,3.7,2026-09-03
unesco_tentative,unesco_tentative,Panagia tis Angeloktistis,Q24914520,34.84757,33.571,7,,yes,missing,,no,4.4,2026-09-03
unesco_tentative,unesco_tentative,Jeyrakh-Assa museum-reserve,Q24934091,42.8005,44.995,7,,yes,missing,,no,2.9,2026-09-03
eu_heritage_label,capital_of_culture,"Holy Spirit Church, Javorca",Q18396713,46.23487,13.71981,7,,yes,missing,,no,3.9,2026-09-03
national_park,national_park,National Park Munții Măcinului,Q3368594,45.16667,28.3,7,,yes,missing,,no,3.4,2026-09-03
national_park,national_park,National park Šar Planina,Q109450874,42.0,20.75,7,,yes,missing,,no,5.5,2026-09-03
national_park,national_park,Gressåmoen National Park,Q1278568,64.25,13.16667,7,,no,missing,,no,3.4,2026-09-03
national_park,national_park,National Park of Eastern Macedonia and Thrace,Q12876742,41.00786,25.10539,7,,yes,missing,,no,3.4,2026-09-03
national_park,national_park,Jebel Chitana-Cape Negro National Park,Q20081150,37.10389,8.98083,7,,yes,missing,,no,3.4,2026-09-03
national_park,national_park,"National Park of Tzoumerka, Peristeri & Arachthos Gorge",Q26799672,39.55,21.0,7,,yes,missing,,no,4.2,2026-09-03
unesco_geopark,national_park,Madonie Regional Natural Park,Q3895556,37.88333,14.01667,7,,yes,missing,,no,4.9,2026-09-03
unesco_geopark,national_park,Psiloritis Natural Park,Q7256056,35.22851,24.85416,7,,yes,missing,,no,4.9,2026-09-03
unesco_geopark,national_park,Basque Coast UNESCO Global Geopark,Q18518025,43.29808,-2.31007,7,,yes,missing,,no,5.9,2026-09-03
biosphere_reserve,national_park,West Polesie Transboundary Biosphere Reserve (Belarus/Poland/Ukraine),Q22678479,51.56,23.54,7,,yes,missing,,no,3.4,2026-09-03
