register,kind,name,qid,lat,lon,sitelinks,population,has_image,status,matched,auto_admit,beauty_est,queued
gb_market_town,market_town,Grantham,Q846683,52.91806,-0.63806,43,34592,yes,missing,,yes,1.7,2026-09-03
unesco_whc,unesco_whc,Thracian Tomb of Sveshtari,Q650531,43.74496,26.7663,43,,yes,missing,,yes,8.0,2026-09-03
unesco_whc,unesco_whc,Belfries of Belgium and France,Q750675,50.63527,3.51484,43,,yes,missing,,yes,8.6,2026-09-03
unesco_tentative,unesco_tentative,Vani,Q1011003,42.08389,42.51194,43,2691,yes,missing,,yes,3.7,2026-09-03
fr_plus_beaux_villages,beautiful_village,Lavaudieu,Q638247,45.26278,3.45389,42,243,yes,missing,,yes,4.9,2026-09-03
fr_plus_beaux_villages,beautiful_village,Saint-Jean-de-Côle,Q638265,45.42083,0.83833,42,354,yes,missing,,yes,4.9,2026-09-03
fr_plus_beaux_villages,beautiful_village,Saint-Côme-d'Olt,Q659239,44.51556,2.81472,42,1449,yes,missing,,yes,4.9,2026-09-03
fr_plus_beaux_villages,beautiful_village,Bonneval-sur-Arc,Q736370,45.37111,7.04639,42,285,yes,missing,,yes,4.9,2026-09-03
fr_plus_beaux_villages,beautiful_village,Castelnau-de-Montmiral,Q829796,43.96556,1.82083,42,1062,yes,missing,,yes,5.7,2026-09-03
fr_plus_beaux_villages,beautiful_village,Saint-Benoît-du-Sault,Q625293,46.44056,1.39056,42,510,yes,missing,,yes,5.7,2026-09-03
fr_plus_beaux_villages,beautiful_village,La Roque-sur-Cèze,Q267731,44.19361,4.51944,42,172,yes,missing,,yes,8.3,2026-09-03
fr_plus_beaux_villages,beautiful_village,Montréal,Q275905,43.95,0.20222,42,1171,yes,missing,,yes,4.9,2026-09-03
fr_plus_beaux_villages,beautiful_village,La Bastide-Clairence,Q317214,43.43,-1.25611,42,1000,yes,missing,,yes,4.9,2026-09-03
fr_plus_beaux_detours,heritage_town,La Roche-sur-Foron,Q164339,46.06694,6.31194,42,11348,yes,missing,,yes,6.4,2026-09-03
fr_petites_cites,heritage_town,Celles-sur-Belle,Q1087461,46.26194,-0.21111,42,3829,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Mussy-sur-Seine,Q740144,47.97694,4.49694,42,914,yes,missing,,yes,4.7,2026-09-03
fr_petites_cites,heritage_town,Guémené-sur-Scorff,Q70623,48.06833,-3.20333,42,1175,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,La Roche-Bernard,Q128241,47.51833,-2.29917,42,746,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Montsalvy,Q252237,44.70722,2.50028,42,842,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Airvault,Q409326,46.82639,-0.1375,42,3306,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Ervy-le-Châtel,Q431199,48.04083,3.91111,42,1099,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Le Monastier-sur-Gazeille,Q660095,44.93917,3.99528,42,1784,yes,missing,,yes,3.8,2026-09-03
gb_market_town,market_town,Buckingham,Q195955,52.0,-1.0,42,11572,yes,missing,,yes,2.6,2026-09-03
gb_market_town,market_town,Banbury,Q806160,52.06139,-1.33917,42,46853,yes,missing,,yes,3.3,2026-09-03
gb_market_town,market_town,Beverley,Q851718,53.84255,-0.43157,42,17549,yes,missing,,yes,1.7,2026-09-03
unesco_whc,unesco_whc,Pontcysyllte Aqueduct,Q158822,52.9702,-3.08782,42,,yes,missing,,yes,7.6,2026-09-03
unesco_whc,unesco_whc,Old Town of Lviv,Q2592613,49.84167,24.03194,42,,yes,missing,,yes,7.6,2026-09-03
unesco_tentative,unesco_tentative,Dura-Europos,Q464266,34.747,40.73,42,,yes,missing,,yes,2.9,2026-09-03
national_park,national_park,Tatra National Park,Q1080683,49.18028,19.91944,42,,yes,missing,,yes,4.9,2026-09-03
fr_plus_beaux_villages,beautiful_village,Mirmande,Q682769,44.69833,4.83556,41,611,yes,missing,,yes,5.7,2026-09-03
fr_plus_beaux_villages,beautiful_village,Olargues,Q818070,43.55639,2.91472,41,488,yes,missing,,yes,4.9,2026-09-03
fr_plus_beaux_villages,beautiful_village,Capdenac,Q1064107,44.58083,2.06917,41,1049,yes,missing,,yes,4.9,2026-09-03
fr_plus_beaux_villages,beautiful_village,Camon,Q634144,43.02167,1.96667,41,151,yes,missing,,yes,6.4,2026-09-03
fr_plus_beaux_villages,beautiful_village,Saint-Quirin,Q21977,48.61028,7.06472,41,692,yes,missing,,yes,4.9,2026-09-03
fr_plus_beaux_villages,beautiful_village,Ségur-le-Château,Q181804,45.42944,1.305,41,202,yes,missing,,yes,4.9,2026-09-03
fr_plus_beaux_villages,beautiful_village,Saint-Suliac,Q193562,48.57,-1.9725,41,1018,yes,missing,,yes,5.7,2026-09-03
fr_plus_beaux_villages,beautiful_village,Usson,Q383625,45.52722,3.33944,41,286,yes,missing,,yes,5.7,2026-09-03
fr_plus_beaux_villages,beautiful_village,Montclus,Q389229,44.26056,4.41972,41,179,yes,missing,,yes,8.1,2026-09-03
fr_plus_beaux_villages,beautiful_village,Saint-Léon-sur-Vézère,Q622710,45.01056,1.08861,41,431,yes,missing,,yes,6.4,2026-09-03
fr_plus_beaux_villages,beautiful_village,Autoire,Q624062,44.85444,1.82139,41,376,yes,missing,,yes,4.9,2026-09-03
fr_plus_beaux_detours,heritage_town,Saint-Galmier,Q687892,45.59,4.31722,41,5829,yes,missing,,yes,4.7,2026-09-03
fr_plus_beaux_detours,heritage_town,Charlieu,Q688187,46.15944,4.17194,41,3766,yes,missing,,yes,3.8,2026-09-03
fr_plus_beaux_detours,heritage_town,Meymac,Q191784,45.53583,2.14694,41,2389,yes,missing,,yes,3.8,2026-09-03
fr_plus_beaux_detours,heritage_town,Valençay,Q474503,47.16056,1.56611,41,2228,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Châtelaudren,Q783199,48.54222,-2.97111,41,1002,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Joinville,Q817418,48.4425,5.13806,41,2915,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Laroquebrou,Q241490,44.96861,2.19167,41,785,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Chilhac,Q245540,45.15639,3.43778,41,176,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Salies-de-Béarn,Q324160,43.47083,-0.92639,41,4742,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Pleaux,Q548857,45.13472,2.22639,41,1470,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Montréal,Q626168,47.54222,4.03611,41,161,yes,missing,,yes,5.9,2026-09-03
gb_market_town,market_town,Horsham,Q177544,51.062,-0.325,41,50934,yes,missing,,yes,2.6,2026-09-03
gb_market_town,market_town,Oakham,Q1001942,52.6705,-0.7333,41,9975,yes,missing,,yes,1.7,2026-09-03
unesco_whc,unesco_whc,Linderhof Palace,Q162052,47.57162,10.96075,41,,yes,missing,,yes,7.6,2026-09-03
unesco_whc,unesco_whc,Petäjävesi Old Church,Q435829,62.25014,25.18394,41,,yes,missing,,yes,7.6,2026-09-03
unesco_whc,unesco_whc,Roman amphitheatre of El Jem,Q2914326,35.29639,10.70694,41,,yes,missing,,yes,7.6,2026-09-03
unesco_tentative,unesco_tentative,Apamea,Q617550,35.41667,36.4,41,,yes,missing,,yes,3.7,2026-09-03
unesco_tentative,unesco_tentative,Vaux-le-Vicomte,Q739976,48.56583,2.71415,41,,yes,missing,,yes,5.4,2026-09-03
unesco_creative_cities,capital_of_culture,Kuhmo,Q939771,64.12778,29.51806,41,7582,yes,missing,,yes,3.1,2026-09-03
fr_plus_beaux_villages,beautiful_village,Montbrun-les-Bains,Q654586,44.17556,5.44306,40,442,yes,missing,,yes,4.9,2026-09-03
fr_plus_beaux_villages,beautiful_village,Le Bec-Hellouin,Q686958,49.23167,0.72083,40,366,yes,missing,,yes,4.9,2026-09-03
fr_plus_beaux_villages,beautiful_village,Larressingle,Q145306,43.94472,0.31028,40,213,yes,missing,,yes,4.9,2026-09-03
fr_plus_beaux_villages,beautiful_village,Mosset,Q190171,42.66806,2.34833,40,321,yes,missing,,yes,7.0,2026-09-03
fr_plus_beaux_villages,beautiful_village,Castelnou,Q191094,42.61972,2.70278,40,280,yes,missing,,yes,7.0,2026-09-03
fr_plus_beaux_villages,beautiful_village,Lussan,Q325248,44.15306,4.36639,40,545,yes,missing,,yes,7.8,2026-09-03
fr_plus_beaux_villages,beautiful_village,Tournemire,Q350167,45.05444,2.48222,40,116,yes,missing,,yes,4.9,2026-09-03
fr_plus_beaux_villages,beautiful_village,Limeuil,Q473001,44.88528,0.88889,40,342,yes,missing,,yes,6.4,2026-09-03
fr_plus_beaux_detours,heritage_town,L'Isle-Adam,Q911450,49.11111,2.22278,40,12493,yes,missing,,yes,5.4,2026-09-03
fr_plus_beaux_detours,heritage_town,Saint-Léonard-de-Noblat,Q200202,45.8375,1.49056,40,4366,yes,missing,,yes,3.8,2026-09-03
fr_plus_beaux_detours,heritage_town,Crémieu,Q460800,45.72472,5.25139,40,3536,yes,missing,,yes,5.4,2026-09-03
fr_petites_cites,heritage_town,Excideuil,Q1011687,45.33667,1.04944,40,1201,yes,missing,,yes,4.7,2026-09-03
fr_petites_cites,heritage_town,Bénévent-l'Abbaye,Q1020778,46.11778,1.62889,40,769,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Marcolès,Q540359,44.78194,2.35306,40,600,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Apremont,Q572125,46.75,-1.74083,40,2108,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Piriac-sur-Mer,Q646812,47.38,-2.54611,40,2685,yes,missing,,yes,4.7,2026-09-03
gb_market_town,market_town,Gravesend,Q676689,51.44167,0.36861,40,74000,yes,missing,,yes,4.3,2026-09-03
gb_market_town,market_town,Sevenoaks,Q939838,51.2781,0.1874,40,18588,yes,missing,,yes,4.3,2026-09-03
unesco_whc,unesco_whc,Vega Archipelago,Q829084,65.63333,11.9,40,,yes,missing,,yes,7.6,2026-09-03
unesco_whc,unesco_whc,Gordion,Q542854,39.6501,31.97857,40,,yes,missing,,yes,7.6,2026-09-03
unesco_whc,unesco_whc,Divriği Great Mosque and Hospital,Q581641,39.37122,38.12158,40,,yes,missing,,yes,7.6,2026-09-03
unesco_whc,unesco_whc,Ichkeul National Park,Q13220079,37.12344,9.65544,40,,yes,missing,,yes,7.6,2026-09-03
unesco_tentative,unesco_tentative,Bregenz Forest,Q252848,47.3728,9.91278,40,,yes,missing,,yes,3.7,2026-09-03
national_park,national_park,Gran Paradiso National Park,Q847690,45.50278,7.31,40,,yes,missing,,yes,4.2,2026-09-03
national_park,national_park,Białowieża National Park,Q6870388,52.76667,23.86667,40,,yes,missing,,yes,7.0,2026-09-03
national_park,national_park,Ichkeul National Park,Q13220079,37.12344,9.65544,40,,yes,missing,,yes,5.9,2026-09-03
fr_plus_beaux_villages,beautiful_village,Sauveterre-de-Rouergue,Q651933,44.22056,2.31778,39,709,yes,missing,,yes,5.7,2026-09-03
fr_plus_beaux_villages,beautiful_village,Talmont-sur-Gironde,Q663232,45.53528,-0.90806,39,77,yes,missing,,yes,6.4,2026-09-03
fr_plus_beaux_villages,beautiful_village,Bargème,Q688400,43.73,6.57306,39,207,yes,missing,,yes,4.9,2026-09-03
fr_plus_beaux_villages,beautiful_village,Gerberoy,Q690981,49.53417,1.84972,39,82,yes,missing,,yes,4.9,2026-09-03
fr_plus_beaux_villages,beautiful_village,Monestiés,Q902972,44.07111,2.09722,39,1381,yes,missing,,yes,6.4,2026-09-03
fr_plus_beaux_villages,beautiful_village,Puycelsi,Q1390535,43.99306,1.71028,39,456,yes,missing,,yes,6.4,2026-09-03
fr_plus_beaux_villages,beautiful_village,Mortemart,Q624794,46.04167,0.95639,39,128,yes,missing,,yes,4.9,2026-09-03
fr_plus_beaux_villages,beautiful_village,Fourcès,Q632063,43.99306,0.23028,39,260,yes,missing,,yes,4.9,2026-09-03
fr_plus_beaux_villages,beautiful_village,Sarrant,Q632087,43.77444,0.92917,39,358,yes,missing,,yes,5.7,2026-09-03
fr_plus_beaux_villages,beautiful_village,Lautrec,Q634315,43.70611,2.13889,39,1673,yes,missing,,yes,6.4,2026-09-03
fr_plus_beaux_villages,beautiful_village,Montpeyroux,Q250389,45.6225,3.20444,39,330,yes,missing,,yes,5.7,2026-09-03
fr_plus_beaux_detours,heritage_town,Domfront,Q659992,48.59028,-0.64028,39,3991,yes,missing,,yes,3.8,2026-09-03
fr_plus_beaux_detours,heritage_town,Montreuil-Bellay,Q838870,47.13139,-0.15361,39,3746,yes,missing,,yes,3.8,2026-09-03
fr_plus_beaux_detours,heritage_town,Verneuil-sur-Avre,Q317271,48.73889,0.92778,39,6464,yes,missing,,yes,3.8,2026-09-03
fr_plus_beaux_detours,heritage_town,Mehun-sur-Yèvre,Q606352,47.14528,2.21583,39,6380,yes,missing,,yes,5.4,2026-09-03
fr_petites_cites,heritage_town,Aubigné-sur-Layon,Q1104056,47.21194,-0.46111,39,347,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Châteauvillain,Q681210,48.03417,4.91472,39,1482,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Bourg-Charente,Q830975,45.67278,-0.22083,39,887,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Verteuil-sur-Charente,Q836557,45.98194,0.22972,39,580,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Montreuil-Bellay,Q838870,47.13139,-0.15361,39,3746,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Sézanne,Q839650,48.71889,3.72278,39,4576,yes,missing,,yes,5.4,2026-09-03
fr_petites_cites,heritage_town,Vic-sur-Seille,Q22351,48.78222,6.53139,39,1317,yes,missing,,yes,4.7,2026-09-03
fr_petites_cites,heritage_town,Raulhac,Q242386,44.89944,2.65611,39,274,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,La Roche-Derrien,Q383210,48.74639,-3.26,39,1006,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Châteldon,Q458727,45.97667,3.52028,39,740,yes,missing,,yes,5.9,2026-09-03
fr_petites_cites,heritage_town,Saint-Savinien,Q549150,45.87778,-0.68056,39,2460,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Menet,Q624144,45.29694,2.58361,39,521,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Mauléon,Q669021,46.92278,-0.74972,39,8573,yes,missing,,yes,3.8,2026-09-03
gb_market_town,market_town,Bridgend,Q6497774,51.5072,-3.5784,39,49404,yes,missing,,yes,2.6,2026-09-03
gb_market_town,market_town,Mansfield,Q841979,53.1435,-1.1963,39,69987,yes,missing,,yes,3.3,2026-09-03
unesco_whc,unesco_whc,churches of Moldavia,Q387687,47.733,25.933,39,,yes,missing,,yes,5.1,2026-09-03
unesco_whc,unesco_whc,Madinat Al-Zahra,Q211252,37.88608,-4.86779,39,,yes,missing,,yes,8.8,2026-09-03
unesco_whc,unesco_whc,Saint-Savin,Q738657,46.56611,0.86361,39,816,yes,missing,,yes,7.6,2026-09-03
unesco_whc,unesco_whc,Abbey of Fontenay,Q464918,47.63966,4.38933,39,,yes,missing,,yes,7.6,2026-09-03
unesco_whc,unesco_whc,Medici Villas and Gardens in Tuscany,Q574879,43.85778,11.30417,39,,yes,missing,,yes,8.3,2026-09-03
unesco_tentative,unesco_tentative,Beypazarı,Q794382,40.16139,31.91944,39,48274,yes,missing,,yes,2.9,2026-09-03
fr_plus_beaux_villages,beautiful_village,Crissay-sur-Manse,Q665776,47.15028,0.48778,38,107,yes,missing,,yes,5.7,2026-09-03
fr_plus_beaux_villages,beautiful_village,Lavardens,Q682734,43.76083,0.51361,38,363,yes,missing,,yes,4.9,2026-09-03
fr_plus_beaux_villages,beautiful_village,Semur-en-Brionnais,Q898905,46.26278,4.09083,38,611,yes,missing,,yes,4.9,2026-09-03
fr_plus_beaux_villages,beautiful_village,Sainte-Croix-en-Jarez,Q946727,45.47944,4.64722,38,480,yes,missing,,yes,5.7,2026-09-03
fr_plus_beaux_detours,heritage_town,Rieux-Volvestre,Q670998,43.2575,1.19694,38,2639,yes,missing,,yes,4.7,2026-09-03
fr_petites_cites,heritage_town,Tusson,Q740275,45.93417,0.06833,38,240,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Saint-Urcize,Q253002,44.69667,3.00389,38,475,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Épernon,Q287148,48.61083,1.67417,38,5715,yes,missing,,yes,5.9,2026-09-03
fr_petites_cites,heritage_town,Nogent-le-Roi,Q501821,48.64861,1.52861,38,4021,yes,missing,,yes,5.9,2026-09-03
fr_villes_art_histoire,heritage_town,Noisiel,Q900479,48.85472,2.62889,38,16053,yes,missing,,yes,5.9,2026-09-03
gb_market_town,market_town,Malmesbury,Q570153,51.5848,-2.0996,38,4631,yes,missing,,yes,3.8,2026-09-03
unesco_whc,unesco_whc,Berlin Modernism Housing Estates,Q19094,52.44833,13.45,38,,yes,missing,,yes,8.9,2026-09-03
unesco_whc,unesco_whc,Ferapontov Monastery,Q838256,59.95639,38.5675,38,,yes,missing,,yes,7.6,2026-09-03
unesco_whc,unesco_whc,Wooden churches of Southern Lesser Poland,Q854267,49.63059,21.18605,38,,yes,missing,,yes,5.9,2026-09-03
unesco_whc,unesco_whc,Jodrell Bank Observatory,Q1569783,53.23625,-2.30714,38,,yes,missing,,yes,7.6,2026-09-03
unesco_tentative,unesco_tentative,Sofiyivsky Park,Q2297522,48.76306,30.2225,38,,yes,missing,,yes,2.9,2026-09-03
unesco_creative_cities,capital_of_culture,Llíria,Q23067,39.62583,-0.59611,38,25333,yes,missing,,yes,3.9,2026-09-03
fr_plus_beaux_villages,beautiful_village,Séguret,Q638392,44.20611,5.02278,37,769,yes,missing,,yes,7.4,2026-09-03
fr_plus_beaux_villages,beautiful_village,Lauzerte,Q919927,44.25583,1.1375,37,1443,yes,missing,,yes,4.9,2026-09-03
fr_plus_beaux_villages,beautiful_village,Mornac-sur-Seudre,Q933691,45.70972,-1.02833,37,877,yes,missing,,yes,6.4,2026-09-03
fr_plus_beaux_villages,beautiful_village,Angles-sur-l'Anglin,Q540515,46.69528,0.88472,37,370,yes,missing,,yes,6.4,2026-09-03
fr_plus_beaux_detours,heritage_town,Grimaud,Q744172,43.27333,6.52167,37,4587,yes,missing,,yes,3.8,2026-09-03
fr_plus_beaux_detours,heritage_town,Ollioules,Q840237,43.13944,5.84694,37,14568,yes,missing,,yes,4.7,2026-09-03
fr_plus_beaux_detours,heritage_town,Saint-Yrieix-la-Perche,Q523015,45.51444,1.20333,37,6830,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Artonne,Q1049835,46.00333,3.14389,37,912,yes,missing,,yes,5.4,2026-09-03
fr_petites_cites,heritage_town,Nanteuil-en-Vallée,Q1623885,46.00111,0.32361,37,1354,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Pouzauges,Q838334,46.78222,-0.83722,37,5668,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Jugon-les-Lacs,Q328773,48.40917,-2.32222,37,1806,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Sauxillanges,Q626541,45.55111,3.37139,37,1316,yes,missing,,yes,4.7,2026-09-03
gb_market_town,market_town,Kettering,Q984613,52.4,-0.73333,37,56226,yes,missing,,yes,1.7,2026-09-03
unesco_whc,unesco_whc,Verla,Q217447,61.06199,26.64002,37,,yes,missing,,yes,7.6,2026-09-03
unesco_whc,unesco_whc,Residence of Bukovinian and Dalmatian Metropolitans,Q156067,48.29664,25.92491,37,,yes,missing,,yes,7.6,2026-09-03
unesco_whc,unesco_whc,Rock carvings at Alta,Q433634,69.94694,23.18778,37,,yes,missing,,yes,7.6,2026-09-03
unesco_tentative,unesco_tentative,Batroun,Q3285145,34.25107,35.6576,37,38000,yes,missing,,yes,5.4,2026-09-03
fr_plus_beaux_villages,beautiful_village,Seillans,Q817602,43.63611,6.64333,36,2941,yes,missing,,yes,4.9,2026-09-03
fr_plus_beaux_villages,beautiful_village,Vouvant,Q838322,46.57194,-0.76917,36,829,yes,missing,,yes,4.9,2026-09-03
fr_plus_beaux_villages,beautiful_village,Carennac,Q635127,44.91861,1.73194,36,431,yes,missing,,yes,4.9,2026-09-03
fr_plus_beaux_villages,beautiful_village,Saint-Amand-de-Coly,Q473659,45.06361,1.24722,36,370,yes,missing,,yes,6.4,2026-09-03
fr_petites_cites,heritage_town,La Mothe-Saint-Héray,Q919713,46.355,-0.11,36,1652,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Saint-Sauvant,Q1081325,45.73917,-0.50389,36,515,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,La Sauvetat,Q1097493,45.63583,3.17028,36,737,yes,missing,,yes,5.4,2026-09-03
fr_petites_cites,heritage_town,Saint-Denis-d'Anjou,Q1100702,47.79083,-0.44111,36,1495,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Cormicy,Q28723625,49.37139,3.89583,36,1500,yes,missing,,yes,5.9,2026-09-03
fr_petites_cites,heritage_town,Rochecorbon,Q693028,47.41444,0.755,36,3219,yes,missing,,yes,6.4,2026-09-03
fr_petites_cites,heritage_town,Luynes,Q693979,47.38472,0.55444,36,5062,yes,missing,,yes,5.4,2026-09-03
fr_petites_cites,heritage_town,Charroux,Q752775,46.14444,0.40361,36,1036,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Vignory,Q829280,48.27806,5.10306,36,215,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Mouchamps,Q831394,46.78056,-1.06306,36,3015,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Villebois-Lavalette,Q837498,45.48278,0.27944,36,717,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Le Broc,Q495721,45.50083,3.24389,36,623,yes,missing,,yes,4.7,2026-09-03
gb_market_town,market_town,Altrincham,Q445058,53.38337,-2.35567,36,52419,yes,missing,,yes,3.3,2026-09-03
gb_market_town,market_town,Dunstable,Q919778,51.886,-0.52102,36,33805,yes,missing,,yes,2.6,2026-09-03
unesco_whc,unesco_whc,Grimeton VLF transmitter,Q920206,57.11398,12.40442,36,,yes,missing,,yes,7.6,2026-09-03
unesco_whc,unesco_whc,Laponian National Park,Q1137314,67.33333,17.58333,36,,yes,missing,,yes,7.6,2026-09-03
unesco_tentative,unesco_tentative,Dvin,Q429059,40.00444,44.57833,36,517,yes,missing,,yes,4.4,2026-09-03
unesco_tentative,unesco_tentative,Amedi,Q460736,37.0919,43.487,36,11000,yes,missing,,yes,2.9,2026-09-03
unesco_tentative,unesco_tentative,Aurès Mountains,Q62624,35.23333,6.16667,36,,yes,missing,,yes,3.7,2026-09-03
unesco_tentative,unesco_tentative,Priene,Q142819,37.65972,27.29778,36,,yes,missing,,yes,4.4,2026-09-03
unesco_tentative,unesco_tentative,Kültepe,Q538605,38.85,35.63333,36,,yes,missing,,yes,2.9,2026-09-03
national_park,national_park,Abisko National Park,Q953092,68.3243,18.68073,36,,yes,missing,,yes,3.4,2026-09-03
fr_plus_beaux_villages,beautiful_village,Tourtour,Q598006,43.58944,6.3025,35,581,yes,missing,,yes,4.9,2026-09-03
fr_plus_beaux_detours,heritage_town,Saint-Symphorien-sur-Coise,Q1388682,45.63222,4.45722,35,3785,yes,missing,,yes,4.7,2026-09-03
fr_petites_cites,heritage_town,Chanaz,Q841349,45.80861,5.79306,35,551,yes,missing,,yes,4.7,2026-09-03
fr_petites_cites,heritage_town,Saint-Calais,Q923203,47.92028,0.74306,35,2948,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Saint-Aulaye,Q1011474,45.20222,0.13444,35,1354,yes,missing,,yes,4.7,2026-09-03
fr_petites_cites,heritage_town,Saulges,Q1100174,47.9825,-0.40583,35,329,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Parné-sur-Roc,Q1100674,48.00583,-0.66833,35,1378,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Brûlon,Q1225565,47.96778,-0.23472,35,1549,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Foussais-Payré,Q679386,46.53028,-0.68389,35,1168,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Saint-Loup-Lamairé,Q835223,46.78833,-0.16528,35,1064,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Chailland,Q644513,48.22389,-0.87306,35,1187,yes,missing,,yes,3.8,2026-09-03
gb_market_town,market_town,Thetford,Q237250,52.41,0.74,35,21588,yes,missing,,yes,1.7,2026-09-03
gb_market_town,market_town,Croydon,Q2213391,51.3727,-0.1099,35,192064,yes,missing,,yes,5.4,2026-09-03
gb_market_town,market_town,Newmarket,Q1382713,52.2459,0.4105,35,14995,yes,missing,,yes,1.7,2026-09-03
unesco_whc,unesco_whc,White Monuments of Vladimir and Suzdal,Q838264,56.15,40.4167,35,,yes,missing,,yes,7.6,2026-09-03
unesco_whc,unesco_whc,Painted Churches in the Troödos Region,Q462702,34.92028,33.09583,35,,yes,missing,,yes,7.2,2026-09-03
unesco_whc,unesco_whc,Bergpark Wilhelmshöhe,Q447441,51.3167,9.4,35,,yes,missing,,yes,7.6,2026-09-03
unesco_whc,unesco_whc,Abbey Church of Saint-Savin-sur-Gartempe,Q1774129,46.56477,0.86597,35,,yes,missing,,yes,7.6,2026-09-03
unesco_whc,unesco_whc,Rock Art of the Mediterranean Basin on the Iberian Peninsula,Q1975533,39.79,-1.03333,35,,yes,missing,,yes,5.1,2026-09-03
unesco_tentative,unesco_tentative,Tanais,Q1153416,47.27056,39.34139,35,,yes,missing,,yes,2.9,2026-09-03
unesco_tentative,unesco_tentative,Perge,Q719815,36.96035,30.85369,35,,yes,missing,,yes,2.9,2026-09-03
national_park,national_park,Pyrénées National Park,Q738435,42.8275,-0.17583,35,,yes,missing,,yes,4.9,2026-09-03
national_park,national_park,Gauja National Park,Q743754,57.41667,25.41667,35,,yes,missing,,yes,3.4,2026-09-03
biosphere_reserve,national_park,Lac du Bourget,Q23426,45.73333,5.86667,35,,yes,missing,,yes,4.9,2026-09-03
fr_plus_beaux_villages,beautiful_village,Oingt,Q1983,45.94778,4.58222,34,667,yes,missing,,yes,5.7,2026-09-03
fr_petites_cites,heritage_town,La Perrière,Q1049007,48.38944,0.44222,34,232,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Le Coudray-Macouard,Q1163998,47.19472,-0.11944,34,918,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Sillé-le-Guillaume,Q1234103,48.18333,-0.12917,34,2195,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Luché-Pringé,Q735739,47.70389,0.07583,34,1535,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Le Puy-Notre-Dame,Q829808,47.12528,-0.235,34,1084,yes,missing,,yes,3.8,2026-09-03
fr_petites_cites,heritage_town,Écouché,Q273689,48.71778,-0.12472,34,1268,yes,missing,,yes,3.8,2026-09-03
